"SampleID","subject","SampleCollectedBy","SampleBox","Bristol","SampleStabilizer","sampledate","studyday","subj_day","sampletime"
"OPH-57-DRS","ophelia","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","ophelia_57",07:30:00
"OPH-57-MGE","ophelia","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","ophelia_57",07:30:00
"KUB-57-DRS","kubo","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","kubo_57",07:30:00
"KUB-57-MGE","kubo","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","kubo_57",07:30:00
"KOR-57-DRS","korra","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","korra_57",07:30:00
"KOR-57-MGE","korra","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","korra_57",07:30:00
"WOL-57-DRS","wolverine","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","wolverine_57",07:30:00
"WOL-57-MGE","wolverine","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","wolverine_57",07:30:00
"IRI-57-DRS","iris","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","iris_57",07:30:00
"IRI-57-MGE","iris","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","iris_57",07:30:00
"GOO-57-DRS","goose","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","goose_57",08:00:00
"GOO-57-MGE","goose","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","goose_57",08:00:00
"LAM-57-DRS","lambchop","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","lambchop_57",08:00:00
"LAM-57-MGE","lambchop","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","lambchop_57",08:00:00
"FRA-57-DRS","franc","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","franc_57",08:00:00
"FRA-57-MGE","franc","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","franc_57",08:00:00
"IVY-57-DRS","ivy","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","ivy_57",08:00:00
"IVY-57-MGE","ivy","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","ivy_57",08:00:00
"CHA-57-DRS","charles","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","charles_57",08:00:00
"CHA-57-MGE","charles","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","charles_57",08:00:00
"GRO-57-DRS","grogu","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","grogu_57",08:00:00
"GRO-57-MGE","grogu","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","grogu_57",08:00:00
"MAR-57-DRS","marshmallow","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","marshmallow_57",08:00:00
"MAR-57-MGE","marshmallow","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","marshmallow_57",08:00:00
"BUD-57-DRS","buddy","SA",21,3,"DNA/RNA Shield",2023-05-05,"57","buddy_57",08:00:00
"BUD-57-MGE","buddy","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-05,"57","buddy_57",08:00:00
"JOA-57-DRS","joans","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","joans_57",08:00:00
"JOA-57-MGE","joans","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","joans_57",08:00:00
"HEN-57-DRS","henry","SA",21,6,"DNA/RNA Shield",2023-05-05,"57","henry_57",08:00:00
"HEN-57-MGE","henry","SA",21,6,"Molecular Grade (96%) Ethanol",2023-05-05,"57","henry_57",08:00:00
"GIN-57-DRS","ginger","SA",21,2,"DNA/RNA Shield",2023-05-05,"57","ginger_57",08:00:00
"GIN-57-MGE","ginger","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-05,"57","ginger_57",08:00:00
"HAM-58-DRS","hamlet","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","hamlet_58",07:30:00
"HAM-58-MGE","hamlet","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","hamlet_58",07:30:00
"HER-58-DRS","hera","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","hera_58",07:30:00
"HER-58-MGE","hera","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","hera_58",07:30:00
"JAR-58-DRS","jarjarbinks","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","jarjarbinks_58",07:30:00
"JAR-58-MGE","jarjarbinks","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","jarjarbinks_58",07:30:00
"OPH-58-DRS","ophelia","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","ophelia_58",07:30:00
"OPH-58-MGE","ophelia","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","ophelia_58",07:30:00
"KUB-58-DRS","kubo","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","kubo_58",07:30:00
"KUB-58-MGE","kubo","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","kubo_58",07:30:00
"KOR-58-DRS","korra","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","korra_58",07:30:00
"KOR-58-MGE","korra","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","korra_58",07:30:00
"WOL-58-DRS","wolverine","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","wolverine_58",07:30:00
"WOL-58-MGE","wolverine","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","wolverine_58",07:30:00
"IRI-58-DRS","iris","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","iris_58",07:30:00
"IRI-58-MGE","iris","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","iris_58",07:30:00
"GOO-58-DRS","goose","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","goose_58",08:00:00
"GOO-58-MGE","goose","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","goose_58",08:00:00
"LAM-58-DRS","lambchop","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","lambchop_58",08:00:00
"LAM-58-MGE","lambchop","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","lambchop_58",08:00:00
"FRA-58-DRS","franc","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","franc_58",08:00:00
"FRA-58-MGE","franc","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","franc_58",08:00:00
"IVY-58-DRS","ivy","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","ivy_58",08:00:00
"IVY-58-MGE","ivy","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","ivy_58",08:00:00
"CHA-58-DRS","charles","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","charles_58",08:00:00
"CHA-58-MGE","charles","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","charles_58",08:00:00
"GRO-58-DRS","grogu","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","grogu_58",08:00:00
"GRO-58-MGE","grogu","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","grogu_58",08:00:00
"MAR-58-DRS","marshmallow","SA",21,2,"DNA/RNA Shield",2023-05-06,"58","marshmallow_58",08:00:00
"MAR-58-MGE","marshmallow","SA",21,2,"Molecular Grade (96%) Ethanol",2023-05-06,"58","marshmallow_58",08:00:00
"BUD-58-DRS","buddy","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","buddy_58",08:00:00
"BUD-58-MGE","buddy","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","buddy_58",08:00:00
"JOA-58-DRS","joans","SA",21,3,"DNA/RNA Shield",2023-05-06,"58","joans_58",08:00:00
"JOA-58-MGE","joans","SA",21,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","joans_58",08:00:00
"HEN-58-DRS","henry","SA",21,4,"DNA/RNA Shield",2023-05-06,"58","henry_58",08:00:00
"HEN-58-MGE","henry","SA",22,4,"Molecular Grade (96%) Ethanol",2023-05-06,"58","henry_58",08:00:00
"GIN-58-DRS","ginger","SA",22,3,"DNA/RNA Shield",2023-05-06,"58","ginger_58",08:00:00
"GIN-58-MGE","ginger","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-06,"58","ginger_58",08:00:00
"HAM-59-DRS","hamlet","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","hamlet_59",07:30:00
"HAM-59-MGE","hamlet","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","hamlet_59",07:30:00
"HER-59-DRS","hera","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","hera_59",07:30:00
"HER-59-MGE","hera","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","hera_59",07:30:00
"JAR-59-DRS","jarjarbinks","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","jarjarbinks_59",07:30:00
"JAR-59-MGE","jarjarbinks","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","jarjarbinks_59",07:30:00
"OPH-59-DRS","ophelia","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","ophelia_59",07:30:00
"OPH-59-MGE","ophelia","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","ophelia_59",07:30:00
"KUB-59-DRS","kubo","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","kubo_59",07:30:00
"KUB-59-MGE","kubo","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","kubo_59",07:30:00
"KOR-59-DRS","korra","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","korra_59",07:30:00
"KOR-59-MGE","korra","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","korra_59",07:30:00
"WOL-59-DRS","wolverine","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","wolverine_59",07:30:00
"WOL-59-MGE","wolverine","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","wolverine_59",07:30:00
"IRI-59-DRS","iris","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","iris_59",07:30:00
"IRI-59-MGE","iris","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","iris_59",07:30:00
"GOO-59-DRS","goose","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","goose_59",08:00:00
"GOO-59-MGE","goose","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","goose_59",08:00:00
"LAM-59-DRS","lambchop","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","lambchop_59",08:00:00
"LAM-59-MGE","lambchop","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","lambchop_59",08:00:00
"FRA-59-DRS","franc","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","franc_59",08:00:00
"FRA-59-MGE","franc","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","franc_59",08:00:00
"IVY-59-DRS","ivy","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","ivy_59",08:00:00
"IVY-59-MGE","ivy","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","ivy_59",08:00:00
"CHA-59-DRS","charles","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","charles_59",08:00:00
"CHA-59-MGE","charles","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","charles_59",08:00:00
"GRO-59-DRS","grogu","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","grogu_59",08:00:00
"GRO-59-MGE","grogu","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","grogu_59",08:00:00
"MAR-59-DRS","marshmallow","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","marshmallow_59",08:00:00
"MAR-59-MGE","marshmallow","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","marshmallow_59",08:00:00
"BUD-59-DRS","buddy","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","buddy_59",08:00:00
"BUD-59-MGE","buddy","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","buddy_59",08:00:00
"JOA-59-DRS","joans","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","joans_59",08:00:00
"JOA-59-MGE","joans","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","joans_59",08:00:00
"HEN-59-DRS","henry","SA",22,2,"DNA/RNA Shield",2023-05-07,"59","henry_59",08:00:00
"HEN-59-MGE","henry","SA",22,2,"Molecular Grade (96%) Ethanol",2023-05-07,"59","henry_59",08:00:00
"GIN-59-DRS","ginger","SA",22,3,"DNA/RNA Shield",2023-05-07,"59","ginger_59",08:00:00
"GIN-59-MGE","ginger","SA",22,3,"Molecular Grade (96%) Ethanol",2023-05-07,"59","ginger_59",08:00:00
"HAM-60-DRS","hamlet","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","hamlet_60",07:30:00
"HAM-60-MGE","hamlet","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","hamlet_60",07:30:00
"HER-60-DRS","hera","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","hera_60",07:30:00
"HER-60-MGE","hera","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","hera_60",07:30:00
"JAR-60-DRS","jarjarbinks","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","jarjarbinks_60",07:30:00
"JAR-60-MGE","jarjarbinks","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","jarjarbinks_60",07:30:00
"OPH-60-DRS","ophelia","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","ophelia_60",07:30:00
"OPH-60-MGE","ophelia","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","ophelia_60",07:30:00
"KUB-60-DRS","kubo","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","kubo_60",07:30:00
"KUB-60-MGE","kubo","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","kubo_60",07:30:00
"KOR-60-DRS","korra","SA/GR",22,3,"DNA/RNA Shield",2023-05-08,"60","korra_60",07:30:00
"KOR-60-MGE","korra","SA/GR",22,3,"Molecular Grade (96%) Ethanol",2023-05-08,"60","korra_60",07:30:00
"WOL-60-DRS","wolverine","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","wolverine_60",07:30:00
"WOL-60-MGE","wolverine","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","wolverine_60",07:30:00
"IRI-60-DRS","iris","SA/GR",22,3,"DNA/RNA Shield",2023-05-08,"60","iris_60",07:30:00
"IRI-60-MGE","iris","SA/GR",22,3,"Molecular Grade (96%) Ethanol",2023-05-08,"60","iris_60",07:30:00
"GOO-60-DRS","goose","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","goose_60",08:00:00
"GOO-60-MGE","goose","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","goose_60",08:00:00
"LAM-60-DRS","lambchop","SA/GR",22,3,"DNA/RNA Shield",2023-05-08,"60","lambchop_60",08:00:00
"LAM-60-MGE","lambchop","SA/GR",22,3,"Molecular Grade (96%) Ethanol",2023-05-08,"60","lambchop_60",08:00:00
"FRA-60-DRS","franc","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","franc_60",08:00:00
"FRA-60-MGE","franc","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","franc_60",08:00:00
"IVY-60-DRS","ivy","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","ivy_60",08:00:00
"IVY-60-MGE","ivy","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","ivy_60",08:00:00
"CHA-60-DRS","charles","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","charles_60",08:00:00
"CHA-60-MGE","charles","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","charles_60",08:00:00
"GRO-60-DRS","grogu","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","grogu_60",08:00:00
"GRO-60-MGE","grogu","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","grogu_60",08:00:00
"MAR-60-DRS","marshmallow","SA/GR",22,3,"DNA/RNA Shield",2023-05-08,"60","marshmallow_60",08:00:00
"MAR-60-MGE","marshmallow","SA/GR",22,3,"Molecular Grade (96%) Ethanol",2023-05-08,"60","marshmallow_60",08:00:00
"BUD-60-DRS","buddy","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","buddy_60",08:00:00
"BUD-60-MGE","buddy","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","buddy_60",08:00:00
"JOA-60-DRS","joans","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","joans_60",08:00:00
"JOA-60-MGE","joans","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","joans_60",08:00:00
"HEN-60-DRS","henry","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","henry_60",08:00:00
"HEN-60-MGE","henry","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","henry_60",08:00:00
"GIN-60-DRS","ginger","SA/GR",22,2,"DNA/RNA Shield",2023-05-08,"60","ginger_60",08:00:00
"GIN-60-MGE","ginger","SA/GR",22,2,"Molecular Grade (96%) Ethanol",2023-05-08,"60","ginger_60",08:00:00
"HAM-61-DRS","hamlet","SA",22,2,"DNA/RNA Shield",2023-05-09,"61","hamlet_61",07:30:00
"HAM-61-MGE","hamlet","SA",22,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","hamlet_61",07:30:00
"HER-61-DRS","hera","SA",23,2,"DNA/RNA Shield",2023-05-09,"61","hera_61",07:30:00
"HER-61-MGE","hera","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","hera_61",07:30:00
"JAR-61-DRS","jarjarbinks","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","jarjarbinks_61",07:30:00
"JAR-61-MGE","jarjarbinks","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","jarjarbinks_61",07:30:00
"OPH-61-DRS","ophelia","SA",23,2,"DNA/RNA Shield",2023-05-09,"61","ophelia_61",07:30:00
"OPH-61-MGE","ophelia","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","ophelia_61",07:30:00
"KUB-61-DRS","kubo","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","kubo_61",07:30:00
"KUB-61-MGE","kubo","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","kubo_61",07:30:00
"KOR-61-DRS","korra","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","korra_61",07:30:00
"KOR-61-MGE","korra","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","korra_61",07:30:00
"WOL-61-DRS","wolverine","SA",23,2,"DNA/RNA Shield",2023-05-09,"61","wolverine_61",07:30:00
"WOL-61-MGE","wolverine","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","wolverine_61",07:30:00
"IRI-61-DRS","iris","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","iris_61",07:30:00
"IRI-61-MGE","iris","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","iris_61",07:30:00
"GOO-61-DRS","goose","SA",23,2,"DNA/RNA Shield",2023-05-09,"61","goose_61",08:00:00
"GOO-61-MGE","goose","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","goose_61",08:00:00
"LAM-61-DRS","lambchop","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","lambchop_61",08:00:00
"LAM-61-MGE","lambchop","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","lambchop_61",08:00:00
"FRA-61-DRS","franc","SA",23,2,"DNA/RNA Shield",2023-05-09,"61","franc_61",08:00:00
"FRA-61-MGE","franc","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","franc_61",08:00:00
"IVY-61-DRS","ivy","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","ivy_61",08:00:00
"IVY-61-MGE","ivy","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","ivy_61",08:00:00
"CHA-61-DRS","charles","SA",23,2,"DNA/RNA Shield",2023-05-09,"61","charles_61",08:00:00
"CHA-61-MGE","charles","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-09,"61","charles_61",08:00:00
"GRO-61-DRS","grogu","SA",23,4,"DNA/RNA Shield",2023-05-09,"61","grogu_61",08:00:00
"GRO-61-MGE","grogu","SA",23,4,"Molecular Grade (95%) Ethanol",2023-05-09,"61","grogu_61",08:00:00
"MAR-61-DRS","marshmallow","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","marshmallow_61",08:00:00
"MAR-61-MGE","marshmallow","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","marshmallow_61",08:00:00
"BUD-61-DRS","buddy","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","buddy_61",08:00:00
"BUD-61-MGE","buddy","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","buddy_61",08:00:00
"JOA-61-DRS","joans","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","joans_61",08:00:00
"JOA-61-MGE","joans","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","joans_61",08:00:00
"HEN-61-DRS","henry","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","henry_61",08:00:00
"HEN-61-MGE","henry","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","henry_61",08:00:00
"GIN-61-DRS","ginger","SA",23,3,"DNA/RNA Shield",2023-05-09,"61","ginger_61",08:00:00
"GIN-61-MGE","ginger","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-09,"61","ginger_61",08:00:00
"HAM-62-DRS","hamlet","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","hamlet_62",07:30:00
"HAM-62-MGE","hamlet","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","hamlet_62",07:30:00
"HER-62-DRS","hera","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","hera_62",07:30:00
"HER-62-MGE","hera","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","hera_62",07:30:00
"JAR-62-DRS","jarjarbinks","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","jarjarbinks_62",07:30:00
"JAR-62-MGE","jarjarbinks","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","jarjarbinks_62",07:30:00
"OPH-62-DRS","ophelia","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","ophelia_62",07:30:00
"OPH-62-MGE","ophelia","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","ophelia_62",07:30:00
"KUB-62-DRS","kubo","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","kubo_62",07:30:00
"KUB-62-MGE","kubo","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","kubo_62",07:30:00
"KOR-62-DRS","korra","SA",23,3,"DNA/RNA Shield",2023-05-10,"62","korra_62",07:30:00
"KOR-62-MGE","korra","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-10,"62","korra_62",07:30:00
"WOL-62-DRS","wolverine","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","wolverine_62",07:30:00
"WOL-62-MGE","wolverine","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","wolverine_62",07:30:00
"IRI-62-DRS","iris","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","iris_62",07:30:00
"IRI-62-MGE","iris","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","iris_62",07:30:00
"GOO-62-DRS","goose","SA",23,3,"DNA/RNA Shield",2023-05-10,"62","goose_62",08:00:00
"GOO-62-MGE","goose","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-10,"62","goose_62",08:00:00
"LAM-62-DRS","lambchop","SA",23,3,"DNA/RNA Shield",2023-05-10,"62","lambchop_62",08:00:00
"LAM-62-MGE","lambchop","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-10,"62","lambchop_62",08:00:00
"FRA-62-DRS","franc","SA",23,3,"DNA/RNA Shield",2023-05-10,"62","franc_62",08:00:00
"FRA-62-MGE","franc","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-10,"62","franc_62",08:00:00
"IVY-62-DRS","ivy","SA",23,4,"DNA/RNA Shield",2023-05-10,"62","ivy_62",08:00:00
"IVY-62-MGE","ivy","SA",23,4,"Molecular Grade (95%) Ethanol",2023-05-10,"62","ivy_62",08:00:00
"CHA-62-DRS","charles","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","charles_62",08:00:00
"CHA-62-MGE","charles","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","charles_62",08:00:00
"GRO-62-DRS","grogu","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","grogu_62",08:00:00
"GRO-62-MGE","grogu","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","grogu_62",08:00:00
"MAR-62-DRS","marshmallow","SA",23,3,"DNA/RNA Shield",2023-05-10,"62","marshmallow_62",08:00:00
"MAR-62-MGE","marshmallow","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-10,"62","marshmallow_62",08:00:00
"BUD-62-DRS","buddy","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","buddy_62",08:00:00
"BUD-62-MGE","buddy","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","buddy_62",08:00:00
"JOA-62-DRS","joans","SA",23,3,"DNA/RNA Shield",2023-05-10,"62","joans_62",08:00:00
"JOA-62-MGE","joans","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-10,"62","joans_62",08:00:00
"HEN-62-DRS","henry","SA",23,4,"DNA/RNA Shield",2023-05-10,"62","henry_62",08:00:00
"HEN-62-MGE","henry","SA",23,4,"Molecular Grade (95%) Ethanol",2023-05-10,"62","henry_62",08:00:00
"GIN-62-DRS","ginger","SA",23,2,"DNA/RNA Shield",2023-05-10,"62","ginger_62",08:00:00
"GIN-62-MGE","ginger","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-10,"62","ginger_62",08:00:00
"HAM-63-DRS","hamlet","SA",23,2,"DNA/RNA Shield",2023-05-11,"63","hamlet_63",08:30:00
"HAM-63-MGE","hamlet","SA",23,2,"Molecular Grade (95%) Ethanol",2023-05-11,"63","hamlet_63",08:30:00
"HER-63-DRS","hera","SA",23,3,"DNA/RNA Shield",2023-05-11,"63","hera_63",08:30:00
"HER-63-MGE","hera","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-11,"63","hera_63",08:30:00
"JAR-63-DRS","jarjarbinks","SA",23,3,"DNA/RNA Shield",2023-05-11,"63","jarjarbinks_63",08:30:00
"JAR-63-MGE","jarjarbinks","SA",23,3,"Molecular Grade (95%) Ethanol",2023-05-11,"63","jarjarbinks_63",08:30:00
"OPH-63-DRS","ophelia","SA",23,2,"DNA/RNA Shield",2023-05-11,"63","ophelia_63",08:30:00
"OPH-63-MGE","ophelia","SA",24,2,"Molecular Grade (95%) Ethanol",2023-05-11,"63","ophelia_63",08:30:00
"KUB-63-DRS","kubo","SA",24,2,"DNA/RNA Shield",2023-05-11,"63","kubo_63",08:30:00
"KUB-63-MGE","kubo","SA",24,2,"Molecular Grade (95%) Ethanol",2023-05-11,"63","kubo_63",08:30:00
"KOR-63-DRS","korra","SA",24,3,"DNA/RNA Shield",2023-05-11,"63","korra_63",08:30:00
