"ID"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"njc125"	0	0	0	0.22	0.09	0.04	11.05	0.04	0	0	0.27	0.07	1.07	2.42	3.38	0	1.27	11.07	0	2.09	2.47	0.02	1.16	1.54	0	0.13	0.07	0	0.24	0.11	1	0	0.02	0	0	24.67	0.62	0	4.18	32.21	8.25	0.29	4.82	1.34	1.49	59.51	0	0	0.76	0.22	0	7.25	0.02	3.18	0.36	0.02	0.02	0.58	11.04	0.47	0.67	2.12	0.56	0.07	0.16	0.73	7.96	0.31	0.51	0.44	0.16	0.13	0.27	0.36	0	0.11	0.04	0.02	0.07	0.22	1.07	0.11	0	0.07	2.67	0.09	0.02	0.24	0	1.51	1.33	0	0.02	0.04	18.87	0.02	0.33	0.02	0.51	5.93	0.09	0.18	0.44	0.2	6.89	24.09	0	0	0.04	3.89	0.18	1.05	0	0.49	1.25	0.11	39.59	1.49	19.02	0.18	0.96	0	1.02	0	3.76	0.22	0	0.71
"njc126"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc127"	36.76	39.4	1.98	6.56	0.31	22.6	0.04	13.17	34.17	16.71	15.56	25.5	43.78	17.55	45.5	20.57	14.87	10.69	33.27	26.25	38	23.14	37.94	22.64	51.56	19.56	17.64	19.28	15.58	33.38	27.22	41.89	19.43	31.58	18.01	10.29	9.8	39.29	11.52	14.96	25.12	12.29	16.27	22.63	18.03	8.44	13.98	42.85	26.47	20.4	23.63	17.43	16.4	26.89	26.73	61.09	10.51	26.27	28.56	13.33	35.19	11.73	13.89	14.76	42.74	9.22	5.6	37.43	25.36	34.53	15.22	13.71	25.28	20.46	27.55	1.11	21.02	10.45	10.32	9.45	12.38	31.03	4.96	16.14	18.52	29.53	12.58	11.85	24.24	10.98	17.28	18.82	21.83	8.6	29.61	23.75	9.42	21.44	5.63	26.83	10.18	17.47	15.7	30.49	2.47	39.3	32.51	21.24	12.05	9.18	22.29	15.97	25.46	17.11	18.15	15.71	25.18	17.38	45.29	14.64	20.43	10.09	5.25	4.45	38.27	1.78	43.71	16.69
"njc128"	0.84	0.27	0.27	0.4	0	0.31	0	0.41	1.09	0.5	0.29	0.64	2.85	0.18	2.25	0.13	0.11	0.44	1.11	0.07	0.4	0.04	0.49	0.09	0.4	0.13	0.33	0.13	0.09	0.4	0.76	0.13	0.22	0.11	0.07	0.16	0.13	0.36	0.29	0.24	0.67	0.11	0.16	0.27	0.18	0.42	0.69	0.27	0.2	0.09	0.09	0.24	0.16	0.84	0.49	0.49	0.22	0.31	0.16	0.4	1.04	0.48	0.36	0.27	3.8	0.38	0.22	0.16	0.72	0.38	0.42	0.18	0.29	0.47	0.62	0.09	1.04	0.11	0.29	0.29	0.24	1.22	0.11	0.27	0.56	1.38	0.16	0.22	0.51	0.07	0.13	1.27	0.53	0.36	0.24	0.31	0.31	0.29	0.18	0.82	0.31	0.22	0.56	1.2	0.02	0.8	0.6	0.33	0.18	0.16	0.09	0.38	0.22	0.2	0.62	0.24	0.09	0.62	0.13	0.31	0.27	0.09	0.22	0.13	0.98	0.13	1.53	0.45
"njc129"	0	0	0	0	0	0	0.16	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.11	0	0	0	0	0.07	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc130"	0	0.27	0	0.04	0	0	3.23	0.17	0.04	0.01	0.02	0.02	0	0.24	0.02	0.02	0.13	0.13	0.13	0.24	0.24	0.02	0.07	0.96	0.07	0.07	0	0	0	0.16	1.69	0.24	0.2	0	0.07	0.02	0	0	0	0.11	0.02	0	0.04	0.38	0	0	0.04	0	0.13	0.07	0	0	0.02	0.02	0.22	0.11	0.11	0	0	0.27	0.11	0.02	0	0	0.27	0	0.07	0.16	0.04	0.02	0	0.04	0.24	0.02	0	0.02	0.04	0	0.04	0.11	0.04	0.18	0	0.02	0	0.18	0.07	0.02	0	0	0.02	0.11	0	0.11	0.07	0	0	0.31	0.09	0.13	0	0	0.2	0.33	0.18	0.09	0.13	0.07	0	0	0.02	0.24	0	0.09	0.09	0	0.07	0.18	0.09	0	0.02	0	0.18	0.02	0.65	0	0.04	0.02
"njc131"	0	0.47	0.04	2.2	0	0.09	0	0.32	0.04	0.5	0	0	0.09	0.02	0.11	3.38	0.04	0.02	1.69	0	0	0.76	0.09	0	0.04	0.04	0.02	1.02	0.02	0.07	0	0.07	0	1.62	0.02	0	0.04	1.05	0.36	0.04	0.04	0.04	0	0	0.04	0.07	0.04	0.49	0.07	0	0.07	0.09	0	0.13	0.04	0.11	0	0	0	0.16	0.11	0.2	0.11	0.07	0.36	0.07	0.13	0.22	0.26	0.09	0.16	0.04	0.04	0.18	1.49	0.02	0.13	0.11	0.2	0.09	0.04	0.18	0.09	0	1.53	0.09	0.07	0.09	1.33	0.11	0.02	0.56	0.02	0.18	0.42	0.16	0.42	0.13	0.07	0.36	0.13	0.02	0.4	0.04	0.02	0.07	0.02	0.02	0.11	0.13	0	0.2	0.82	0.04	0.2	0.09	0.16	0.04	0.04	0.07	0.04	0.42	0.13	2.34	0.2	0.04	0.04	0.29
"njc132"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc133"	0	0.07	0	0.16	0	0	0	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0	1.09	0.02	0	0	0
"njc134"	0	0.07	0.02	0.36	0	0.02	0	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.02	0	0.02	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0.02	0.18	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0	0.04	0.04	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0	0.09	0.33	0	0.02	0.04	0.07	0	0	0.02	0.02	0.18	0	1.53	0.04	0	0	0.11
"njc135"	0	0.09	0	0.2	0	0.04	1.71	0.2	0.02	0.23	0.04	0	0.04	0	0.04	1	0	0.02	0.42	0	0	0.36	0.04	0.96	0.02	0.02	0.02	0.36	0	0.02	1.6	0.04	0	0.62	0.02	0	0.04	0.47	0.27	0.07	0	0.02	0.02	0	0.04	0.04	0.02	0.31	0.04	0	0	0.09	0	0.09	0.02	0.09	0	0	0	0.07	0.11	0.08	0.11	0.02	0.2	0.04	0.04	0.04	0.13	0.04	0.11	0	0.02	0.13	0.8	0	0.11	0.04	0.11	0.02	0.02	0.09	0.04	0	0.6	0.04	0.02	0.02	0.51	0.02	0.02	0.33	0	0.09	0.04	0.07	0.29	0.07	0	0.09	0.07	0.13	0.36	0.04	0	0.02	0.07	0	0.04	0.07	0	0.18	0.29	0.11	0.07	0.02	0.09	0.07	0	0.02	0.02	0.11	0.09	1.22	0.49	0	0.02	0.09
"njc136"	0	0.02	0.02	0.07	0	0.07	0	0.31	0.04	0.27	0	0	0.09	0	0.11	0.04	0	0.02	0.11	0	0	0.04	0.07	0	0.04	0.04	0.02	0.02	0	0.04	0	0.02	0	0.04	0.02	0	0.04	0.04	0.33	0.04	0.02	0.04	0	0	0.04	0.04	0.04	0.09	0.02	0	0	0.09	0	0.13	0.04	0.02	0	0	0	0.13	0.11	0.13	0.11	0.04	0.13	0.07	0.13	0.02	0.22	0.07	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.07	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.09	0.04	0	0.09	0.04	0.04	0.18	0.04	0.02	0.04	0	0.04	0.02	0.04	0.13	0.16	0.13	0.04	0.04	0.18
"njc137"	37.07	40.38	2.92	14.63	0.58	22.73	0.3	14.78	34.62	17.69	15.78	26.88	44.3	20.06	45.94	48.61	19.4	11.51	41.91	28.65	38.89	28.43	38.03	22.26	51.85	20.01	18.24	25.3	15.69	33.62	28.51	42.36	19.96	36.58	18.07	10.67	10.42	41.83	11.54	16.21	25.45	12.49	16.42	22.74	18.07	8.52	13.98	43.92	26.61	21.54	24.17	17.49	16.98	27.05	28.83	61.45	11.09	26.31	28.6	13.49	35.83	11.91	14	15.96	44.16	9.25	7.14	38.3	26.15	35.65	15.38	13.76	27.06	20.81	30.89	1.36	21.22	12.54	14.37	10.17	12.56	32.54	5	16.83	22.18	29.75	15.29	14.51	27.2	11.16	17.48	20.76	22.09	15.52	30.54	24.93	9.6	22.19	13.19	27.61	10.45	17.67	16.61	30.47	3.4	39.61	32.87	21.49	12.25	9.67	22.85	16.92	26.97	16.82	19.76	19.22	25.61	17.04	45.71	14.8	22.96	11.47	6.68	13.03	39.1	7.27	44.06	16.89
"njc138"	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc139"	0	0.07	0.02	0.36	0.02	0.02	0.04	0.01	0	0.16	0	0	0.02	0.02	0	1.98	0.04	0.09	0.87	0	0	0.49	0.02	1.38	0	0	0	0.67	0.02	0.02	0.78	0.02	0	1.05	0	0	0	0.62	0.07	0	0.02	0	0	0	0.02	0.02	0	0.31	0.04	0	0.02	0.09	0	0.02	0	0.04	0	0	0	0	0.02	0.09	0.02	0.02	0.18	0	0.11	0.07	0.03	0.02	0	0.18	0.02	0	0.87	0	0.09	0.04	0.07	0	0	0.02	0	0	0.87	0.16	0.02	0.07	0.64	0.09	0.02	0.29	0.02	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0.2	0.16	0	0.02	0	0.02	0.13	0	0.09	0.33	0.49	1.11	0.04	0.07	0.47	0	0.04	0.02	0.18	0.09	1.53	0.07	0	0	0.16
"njc140"	0	0.02	0	0.22	0	0.02	6.96	0.17	0.02	0.08	0.02	0	0.04	0	0.02	0.02	0	0.09	0.04	0	0	0.04	0.02	2.34	0.02	0.02	0	0.02	0	0	2.38	0.02	0	0	0.02	0	0.02	0.04	0.16	0.04	0	0.02	0	0	0.07	0.02	0.02	0.04	0	0	0	0.13	0	0.07	0.02	0.02	0	0	0	0.04	0.07	0.06	0.07	0	0.02	0.02	0.16	0	0.07	0.02	0.04	0.13	0.02	0.02	0.09	0	0.11	0.02	0.04	0.02	0.02	0.04	0.04	0	0.07	0.11	0.02	0	0.04	0.02	0.04	0.04	0.02	0.09	0	0	0.16	0.02	0	0.04	0.02	0.13	0.09	0.22	0.11	0	0.07	0	0.04	0.07	0	0.07	0.04	0.58	0.04	0.02	0.02	0.51	0	0.04	0.02	0.04	0.07	0.09	0.45	0.18	0.02	0.11
"njc141"	0	0.38	0	1.77	0	0	1.56	0.03	0.02	0.09	0.04	0	0.04	0	0	1.36	0.02	0	0.76	0	0	0.22	0	0	0	0	0	0.33	0	0	0	0.02	0.02	0.53	0	0	0	0.38	0.02	0.02	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0	0.02	0	0.04	0	0	0	0.04	0.02	0	0	0.02	0.04	0	0	0.13	0.03	0	0.02	0	0.02	0.02	0.51	0	0.02	0	0	0.02	0	0	0	0.04	0.56	0.02	0	0	0.51	0	0	0.16	0	0.07	0.31	0.04	0.02	0.04	0	0.18	0	0.11	0.04	0	0	0.04	0.07	0	0	0	0	0.04	0.47	0.02	0.04	0	0.07	0	0.04	0	0	0.2	0	0.69	0.02	0.02	0	0.02
"njc142"	0	0.07	0	0.16	0	0	0.12	0.01	0	0.08	0	0	0	0.02	0	0.98	0	0	0.31	0	0	0.31	0	0.02	0	0	0	0.33	0	0	0	0.04	0.02	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.04	0	0	0	0	0.02	0.02	0.04	0	0	0	0.02	0.02	0.01	0	0	0.18	0	0	0.04	0	0	0	0	0.02	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0.02	0	0	0.38	0	0	0.27	0	0.02	0.04	0.04	0	0.04	0	0	0	0	0.18	0.09	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0.02	0.07	0	0	0	0	0.07	0	1.09	0.07	0	0	0
"njc143"	37.24	41.62	3.54	24.15	1.53	24.07	6.16	17.02	34.88	19	22.43	26.81	44.47	20.55	46.23	50.3	20.83	12.07	42.95	29.36	39.76	30.7	40.87	21.28	55.45	20.39	19.09	28.46	17.52	38.29	26.48	45	22.38	39.67	19.05	11.91	11.91	42.98	14.55	18.56	26.47	14.87	18.58	26.01	19.4	9.15	14.13	46.41	29.58	21.74	25.3	19.49	18.27	28.92	32.9	65.58	13.29	28.47	29.31	14.44	37.96	14.47	15.18	17.78	44.56	10.87	8	40.41	26.65	36.02	16.44	14.87	27.59	21.01	37.82	6.18	21.71	13.38	14.23	10.55	18.49	33.81	7.03	17.81	31.76	30.95	16.54	15.14	30.93	13.38	21.31	21.98	22.52	16.41	34.07	26.51	13.45	23.99	14.15	30.67	13.65	20.07	19.72	30.94	4.11	40.41	32.91	22.18	16.45	13.24	23.23	18.26	28.26	17.93	20.73	25.87	26.45	17.38	46.69	15.64	23.63	15.78	11.2	23.87	40.36	9.9	44.24	19.43
"njc144"	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02
"njc145"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc146"	0	0.07	0	0.16	0	0	0	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0	1.09	0.02	0	0	0
"njc147"	0.04	0.02	0.09	0.02	0	0.11	0	0.1	0.11	0.14	0.09	0.04	0.04	0.04	0.02	0.02	0.07	0	0.09	0.09	0.02	0.07	0.02	0	0.07	0	0.09	0.09	0.09	0.02	0	0.04	0	0.09	0	0.07	0.11	0.13	0.11	0.07	0.07	0	0.13	0.04	0.04	0	0.09	0.02	0.02	0	0	0.07	0.04	0.04	0.04	0.02	0	0.07	0	0.02	0.04	0.08	0.07	0.13	0.11	0.13	0	0.07	0.13	0.04	0.07	0	0.04	0.09	0.04	0	0.04	0	0.07	0	0.13	0.07	0.18	0.02	0.09	0	0.16	0.11	0.07	0.07	0.04	0.04	0.04	0	0.02	0.11	0.2	0.02	0.13	0.04	0.11	0.02	0.04	0	0.04	0.04	0	0.13	0.09	0.04	0.04	0.11	0.07	0	0.02	0.09	0.02	0	0.02	0.02	0.07	0.07	0.04	0.09	0.07	0	0	0.09
"njc148"	4.42	3.38	1.91	13.75	1.2	8.87	6.21	9.28	4.98	5.44	10.8	2.58	6.69	6.85	6.69	28.06	6.05	5.4	15.14	4.65	9.29	6.69	13.23	4.61	7.16	2.6	5.29	8.4	5.93	14.21	10.83	3.78	5	8.92	3.89	2.82	3.85	5.78	8.45	5.29	5	5.78	6.49	8.92	4.33	3.16	0.91	6.01	9.18	4.43	2.25	7.87	4.11	13.09	9.83	7.89	5.85	7.58	7.2	6.57	17.98	7.86	6.56	5.89	7.4	4.58	3.22	3.82	11.13	10.03	6.89	4.82	3.62	8.89	13.94	5.43	9.82	4.6	6.98	3.25	9.78	11.25	3.87	4.91	16.25	13.21	5.78	5.22	10.18	5.42	8.5	7.73	9.34	6.11	5.91	5.54	8.14	6.32	5.45	8.51	7.87	7.56	9.81	13.06	1.51	4.98	9.66	5.89	7.18	6.64	4.82	6.4	4.71	4.31	6.79	9.91	1.96	6.16	2.16	6.16	5.91	5.91	6.72	17.62	8.19	5.49	18.04	10.04
"njc149"	0	0	0	0	0	0.02	0	0.03	0	0.07	0	0	0.02	0	0.02	0	0	0.02	0.04	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0.13	0.02	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0.04	0	0.02	0	0	0	0	0	0.02	0.04	0.02	0.04	0.02	0	0.02	0	0	0.07	0.02	0.07	0	0	0.09	0.02	0	0.04	0.02	0.07	0	0	0.04	0	0	0.02	0.02	0	0.02	0.09	0	0	0.02	0	0	0	0	0.11	0	0	0.04	0.04	0	0.09	0.02	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0.02
"njc150"	32.56	39.96	3.23	23.16	1.6	16.4	26.87	11.02	29.44	15.23	18.36	25.08	38.69	19.77	38.16	50.68	19.4	22.44	36.76	27.49	34.6	30.35	31.42	56.46	51.51	18.52	14.56	27.79	13.85	28.6	33.16	43.82	19.89	38.25	16.14	10.82	9.54	40.12	16.01	16.56	22.12	12.22	19.87	21.52	21.67	10.15	12.56	43.65	24.65	19.38	24.61	22.43	15.6	21.4	27.27	61.56	9.78	24.69	34.87	9.28	21.56	12.82	10.84	14.29	35.27	9.25	19.76	38.92	18.77	29.35	10.6	11.42	26.37	12.88	32.67	5.69	11.58	12.01	12.03	8.3	17.63	24.21	5	14.5	27.67	17.97	14.51	14.58	26.53	16.63	21.35	16.56	13.45	15.56	32.27	23.39	9.58	19.86	15.44	25.29	9.31	15.45	13.08	17.23	17.81	36.12	23.03	16.76	13.54	19.82	19.47	13.72	26.11	15.62	19.07	25.29	25.76	14.37	45.62	11	21.87	15.34	13.67	24.22	33.49	11.74	25.11	12.79
"njc151"	37.71	41.73	3.47	22.87	1.38	24.02	2.54	18.03	35.35	18.77	22.36	59.18	49.83	36.4	48.45	31.73	20.12	15.53	37.54	29.1	42.82	27.86	40.72	21.28	55.38	20.39	18.93	25.77	17.49	38.23	26.48	44.84	22.29	37.51	19.08	11.91	11.8	42.16	14.44	18.39	26.58	14.87	18.56	25.99	19.4	9.17	14.11	46.05	29.54	25.83	25.17	19.49	18.27	28.9	32.47	65.52	13.14	28.47	29.31	14.44	38.01	14.37	15.13	18.34	47.43	10.8	7.91	40.45	27.39	36.96	16.38	14.83	27.46	21.01	36.48	6.07	21.62	13.9	14.74	10.48	18.47	33.67	7.03	17.74	30.52	30.73	16.18	14.69	30.09	13.38	21.29	22.64	22.49	15.7	33.94	26.4	13.29	24.02	13.46	30.58	13.6	20.07	19.52	30.74	4.05	40.35	32.84	22.18	16.43	12.98	23.92	18.43	27.93	17.87	20.71	25.6	26.43	17.38	46.64	15.64	25.01	15.38	11.04	21.22	40.32	9.54	44.26	19.38
"njc152"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc153"	0	0	0.02	0	0	0.02	0	0.08	0	0.07	0.02	0	0.02	0.09	0.02	0	0.02	0.04	0	0	0.16	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0.02	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0.04	0.02	0	0.04	0.07	0.02	0	0.03	0	0.04	0	0	0	0.02	0	0	0	0.02	0	0.02	0.07	0	0	0.04	0	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02	0	0	0.02	0	0	0	0	0	0.02	0	0.02	0	0.07
"njc154"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc155"	0	0	0.02	0	0	0.02	5.35	0.08	0	0.07	0.02	0	0.02	0.09	0.02	0	0.02	0.04	0	0	0.16	0	0.09	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0.02	0.04	0	0.02	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0.04	0.02	0	0.04	0.07	0.02	0	0.03	0	0.04	0	0	0	0.02	0	0.02	0	0.02	0	0.02	0.07	0	0	0.04	0	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0.04	0.02	0	0	0.04	0	0	0	0	0	0.02	0.36	0.02	0	0.07
"njc156"	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
