SampleID	SampleSubject	SampleDate	SampleCollectedBy	SampleNotes	SampleBox	Bristol	SampleTime	SampleStabilizer
HER-41-MGE	hera	4/19/23	SA		13	2	730	Molecular Grade (96%) Ethanol
JAR-41-DRS	jarjarbinks	4/19/23	SA		13	2	730	DNA/RNA Shield
JAR-41-MGE	jarjarbinks	4/19/23	SA		13	2	730	Molecular Grade (96%) Ethanol
OPH-41-DRS	ophelia	4/19/23	SA		13	1	730	DNA/RNA Shield
OPH-41-MGE	ophelia	4/19/23	SA		13	1	730	Molecular Grade (96%) Ethanol
KUB-41-DRS	kubo	4/19/23	SA		13	2	730	DNA/RNA Shield
KUB-41-MGE	kubo	4/19/23	SA		13	2	730	Molecular Grade (96%) Ethanol
KOR-41-DRS	korra	4/19/23	SA		13	3	730	DNA/RNA Shield
KOR-41-MGE	korra	4/19/23	SA		13	3	730	Molecular Grade (96%) Ethanol
WOL-41-DRS	wolverine	4/19/23	SA		13	2	730	DNA/RNA Shield
WOL-41-MGE	wolverine	4/19/23	SA		13	2	730	Molecular Grade (96%) Ethanol
IRI-41-DRS	iris	4/19/23	SA		13	2	730	DNA/RNA Shield
IRI-41-MGE	iris	4/19/23	SA		13	2	730	Molecular Grade (96%) Ethanol
GOO-41-DRS	goose	4/19/23	SA		13	3	800	DNA/RNA Shield
GOO-41-MGE	goose	4/19/23	SA		13	3	800	Molecular Grade (96%) Ethanol
LAM-41-DRS	lambchop	4/19/23	SA		13	3	800	DNA/RNA Shield
LAM-41-MGE	lambchop	4/19/23	SA		13	3	800	Molecular Grade (96%) Ethanol
FRA-41-DRS	franc	4/19/23	SA		13	2	800	DNA/RNA Shield
FRA-41-MGE	franc	4/19/23	SA		13	2	800	Molecular Grade (96%) Ethanol
IVY-41-DRS	ivy	4/19/23	SA		13	3	800	DNA/RNA Shield
IVY-41-MGE	ivy	4/19/23	SA		13	3	800	Molecular Grade (96%) Ethanol
CHA-41-DRS	charles	4/19/23	SA		13	2	800	DNA/RNA Shield
CHA-41-MGE	charles	4/19/23	SA		13	2	800	Molecular Grade (96%) Ethanol
GRO-41-DRS	grogu	4/19/23	SA		13	2	800	DNA/RNA Shield
GRO-41-MGE	grogu	4/19/23	SA		13	2	800	Molecular Grade (96%) Ethanol
MAR-41-DRS	marshmallow	4/19/23	SA		13	3	800	DNA/RNA Shield
MAR-41-MGE	marshmallow	4/19/23	SA		13	3	800	Molecular Grade (96%) Ethanol
BUD-41-DRS	buddy	4/19/23	SA		13	3	800	DNA/RNA Shield
BUD-41-MGE	buddy	4/19/23	SA		13	3	800	Molecular Grade (96%) Ethanol
JOA-41-DRS	joans	4/19/23	SA		13	2	800	DNA/RNA Shield
JOA-41-MGE	joans	4/19/23	SA		13	2	800	Molecular Grade (96%) Ethanol
HEN-41-DRS	henry	4/19/23	SA		13	2	800	DNA/RNA Shield
HEN-41-MGE	henry	4/19/23	SA		13	2	800	Molecular Grade (96%) Ethanol
GIN-41-DRS	ginger	4/19/23	SA		13	2	800	DNA/RNA Shield
GIN-41-MGE	ginger	4/19/23	SA		13	2	800	Molecular Grade (96%) Ethanol
GOO-42-DRS	goose	4/20/23	SA		13	3	800	DNA/RNA Shield
GOO-42-MGE		4/20/23	SA		13	3	800	Molecular Grade (96%) Ethanol
LAM-42-DRS	lambchop	4/20/23	SA		13	3	800	DNA/RNA Shield
LAM-42-MGE		4/20/23	SA		13	3	800	Molecular Grade (96%) Ethanol
FRA-42-DRS	franc	4/20/23	SA		13	2	800	DNA/RNA Shield
FRA-42-MGE		4/20/23	SA		13	2	800	Molecular Grade (96%) Ethanol
IVY-42-DRS	ivy	4/20/23	SA		13	4	800	DNA/RNA Shield
IVY-42-MGE		4/20/23	SA		13	4	800	Molecular Grade (96%) Ethanol
GRO-42-DRS	grogu	4/20/23	SA		13	2	800	DNA/RNA Shield
GRO-42-MGE		4/20/23	SA		13	2	800	Molecular Grade (96%) Ethanol
MAR-42-DRS	marshmallow	4/20/23	SA		13	3	800	DNA/RNA Shield
MAR-42-MGE		4/20/23	SA		13	3	800	Molecular Grade (96%) Ethanol
BUD-42-DRS	buddy	4/20/23	SA		13	3	800	DNA/RNA Shield
BUD-42-MGE		4/20/23	SA		13	3	800	Molecular Grade (96%) Ethanol
JOA-42-DRS	joans	4/20/23	SA		13	2	800	DNA/RNA Shield
JOA-42-MGE		4/20/23	SA		13	2	800	Molecular Grade (96%) Ethanol
HEN-42-DRS	henry	4/20/23	SA		13	2	800	DNA/RNA Shield
HEN-42-MGE		4/20/23	SA		13	2	800	Molecular Grade (96%) Ethanol
GIN-42-DRS	ginger	4/20/23	SA		13	2	800	DNA/RNA Shield
GIN-42-MGE		4/20/23	SA		13	2	800	Molecular Grade (96%) Ethanol
HAM-43-DRS	hamlet	4/21/23	SA/GR		13	2	700	DNA/RNA Shield
HAM-43-MGE	hamlet	4/21/23	SA/GR		13	2	700	Molecular Grade (96%) Ethanol
HER-43-DRS	hera	4/21/23	SA/GR		13	2	700	DNA/RNA Shield
HER-43-MGE	hera	4/21/23	SA/GR		13	2	700	Molecular Grade (96%) Ethanol
JAR-43-DRS	jarjarbinks	4/21/23	SA/GR		13	2	700	DNA/RNA Shield
JAR-43-MGE	jarjarbinks	4/21/23	SA/GR		13	2	700	Molecular Grade (96%) Ethanol
OPH-43-DRS	ophelia	4/21/23	SA/GR		14	2	700	DNA/RNA Shield
OPH-43-MGE	ophelia	4/21/23	SA/GR		14	2	700	Molecular Grade (96%) Ethanol
KUB-43-DRS	kubo	4/21/23	SA/GR		14	2	700	DNA/RNA Shield
KUB-43-MGE	kubo	4/21/23	SA/GR		14	2	700	Molecular Grade (96%) Ethanol
KOR-43-DRS	korra	4/21/23	SA/GR		14	3	700	DNA/RNA Shield
KOR-43-MGE	korra	4/21/23	SA/GR		14	3	700	Molecular Grade (96%) Ethanol
WOL-43-DRS	wolverine	4/21/23	SA/GR		14	2	700	DNA/RNA Shield
WOL-43-MGE	wolverine	4/21/23	SA/GR		14	2	700	Molecular Grade (96%) Ethanol
IRI-43-DRS	iris	4/21/23	SA/GR		14	2	700	DNA/RNA Shield
IRI-43-MGE	iris	4/21/23	SA/GR		14	2	700	Molecular Grade (96%) Ethanol
GOO-43-DRS	goose	4/21/23	SA/GR		14	2	730	DNA/RNA Shield
GOO-43-MGE	goose	4/21/23	SA/GR		14	2	730	Molecular Grade (96%) Ethanol
LAM-43-DRS	lambchop	4/21/23	SA/GR		14	3	730	DNA/RNA Shield
LAM-43-MGE	lambchop	4/21/23	SA/GR		14	3	730	Molecular Grade (96%) Ethanol
FRA-43-DRS	franc	4/21/23	SA/GR		14	2	730	DNA/RNA Shield
FRA-43-MGE	franc	4/21/23	SA/GR		14	2	730	Molecular Grade (96%) Ethanol
IVY-43-DRS	ivy	4/21/23	SA/GR		14	3	730	DNA/RNA Shield
IVY-43-MGE	ivy	4/21/23	SA/GR		14	3	730	Molecular Grade (96%) Ethanol
CHA-43-DRS	charles	4/21/23	SA/GR		14	3	730	DNA/RNA Shield
CHA-43-MGE	charles	4/21/23	SA/GR		14	3	730	Molecular Grade (96%) Ethanol
GRO-43-DRS	grogu	4/21/23	SA/GR		14	2	730	DNA/RNA Shield
GRO-43-MGE	grogu	4/21/23	SA/GR		14	2	730	Molecular Grade (96%) Ethanol
MAR-43-DRS	marshmallow	4/21/23	SA/GR		14	3	730	DNA/RNA Shield
MAR-43-MGE	marshmallow	4/21/23	SA/GR		14	3	730	Molecular Grade (96%) Ethanol
BUD-43-DRS	buddy	4/21/23	SA/GR		14	3	730	DNA/RNA Shield
BUD-43-MGE	buddy	4/21/23	SA/GR		14	3	730	Molecular Grade (96%) Ethanol
JOA-43-DRS	joans	4/21/23	SA/GR		14	2	730	DNA/RNA Shield
JOA-43-MGE	joans	4/21/23	SA/GR		14	2	730	Molecular Grade (96%) Ethanol
HEN-43-DRS	henry	4/21/23	SA/GR		14	2	730	DNA/RNA Shield
HEN-43-MGE	henry	4/21/23	SA/GR		14	2	730	Molecular Grade (96%) Ethanol
GIN-43-DRS	ginger	4/21/23	SA/GR		14	2	730	DNA/RNA Shield
GIN-43-MGE	ginger	4/21/23	SA/GR		14	2	730	Molecular Grade (96%) Ethanol
HAM-44-DRS	hamlet	4/22/23	SA		14	2	730	DNA/RNA Shield
HAM-44-MGE	hamlet	4/22/23	SA		14	2	730	Molecular Grade (96%) Ethanol
HER-44-DRS	hera	4/22/23	SA		14	2	730	DNA/RNA Shield
HER-44-MGE	hera	4/22/23	SA		14	2	730	Molecular Grade (96%) Ethanol
JAR-44-DRS	jarjarbinks	4/22/23	SA		14	2	730	DNA/RNA Shield
JAR-44-MGE	jarjarbinks	4/22/23	SA		14	2	730	Molecular Grade (96%) Ethanol
OPH-44-DRS	ophelia	4/22/23	SA		14	2	730	DNA/RNA Shield
OPH-44-MGE	ophelia	4/22/23	SA		14	2	730	Molecular Grade (96%) Ethanol
KUB-44-DRS	kubo	4/22/23	SA		14	3	730	DNA/RNA Shield
KUB-44-MGE	kubo	4/22/23	SA		14	3	730	Molecular Grade (96%) Ethanol
KOR-44-DRS	korra	4/22/23	SA		14	3	730	DNA/RNA Shield
KOR-44-MGE	korra	4/22/23	SA		14	3	730	Molecular Grade (96%) Ethanol
WOL-44-DRS	wolverine	4/22/23	SA		14	2	730	DNA/RNA Shield
WOL-44-MGE	wolverine	4/22/23	SA		14	2	730	Molecular Grade (96%) Ethanol
IRI-44-DRS	iris	4/22/23	SA		14	2	730	DNA/RNA Shield
IRI-44-MGE	iris	4/22/23	SA		14	2	730	Molecular Grade (96%) Ethanol
GOO-44-DRS	goose	4/22/23	SA		14	3	800	DNA/RNA Shield
GOO-44-MGE	goose	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
LAM-44-DRS	lambchop	4/22/23	SA		14	3	800	DNA/RNA Shield
LAM-44-MGE	lambchop	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
FRA-44-DRS	franc	4/22/23	SA		14	3	800	DNA/RNA Shield
FRA-44-MGE	franc	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
IVY-44-DRS	ivy	4/22/23	SA		14	3	800	DNA/RNA Shield
IVY-44-MGE	ivy	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
CHA-44-DRS	charles	4/22/23	SA		14	2	800	DNA/RNA Shield
CHA-44-MGE	charles	4/22/23	SA		14	2	800	Molecular Grade (96%) Ethanol
GRO-44-DRS	grogu	4/22/23	SA		14	3	800	DNA/RNA Shield
GRO-44-MGE	grogu	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
MAR-44-DRS	marshmallow	4/22/23	SA		14	3	800	DNA/RNA Shield
MAR-44-MGE	marshmallow	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
BUD-44-DRS	buddy	4/22/23	SA		14	3	800	DNA/RNA Shield
BUD-44-MGE	buddy	4/22/23	SA		14	3	800	Molecular Grade (96%) Ethanol
JOA-44-DRS	joans	4/22/23	SA		14	2	800	DNA/RNA Shield
JOA-44-MGE	joans	4/22/23	SA		14	2	800	Molecular Grade (96%) Ethanol
HEN-44-DRS	henry	4/22/23	SA		15	3	800	DNA/RNA Shield
HEN-44-MGE	henry	4/22/23	SA		15	3	800	Molecular Grade (96%) Ethanol
GIN-44-DRS	ginger	4/22/23	SA		15	3	800	DNA/RNA Shield
GIN-44-MGE	ginger	4/22/23	SA		15	3	800	Molecular Grade (96%) Ethanol
HAM-45-DRS	hamlet	4/23/23	SA		15	2	730	DNA/RNA Shield
HAM-45-MGE	hamlet	4/23/23	SA		15	2	730	Molecular Grade (96%) Ethanol
HER-45-DRS	hera	4/23/23	SA		15	2	730	DNA/RNA Shield
HER-45-MGE	hera	4/23/23	SA		15	2	730	Molecular Grade (96%) Ethanol
JAR-45-DRS	jarjarbinks	4/23/23	SA		15	1	730	DNA/RNA Shield
JAR-45-MGE	jarjarbinks	4/23/23	SA		15	1	730	Molecular Grade (96%) Ethanol
OPH-45-DRS	ophelia	4/23/23	SA		15	2	730	DNA/RNA Shield
OPH-45-MGE	ophelia	4/23/23	SA		15	2	730	Molecular Grade (96%) Ethanol
KUB-45-DRS	kubo	4/23/23	SA		15	1	730	DNA/RNA Shield
KUB-45-MGE	kubo	4/23/23	SA		15	1	730	Molecular Grade (96%) Ethanol
KOR-45-DRS	korra	4/23/23	SA		15	3	730	DNA/RNA Shield
KOR-45-MGE	korra	4/23/23	SA		15	3	730	Molecular Grade (96%) Ethanol
WOL-45-DRS	wolverine	4/23/23	SA		15	2	730	DNA/RNA Shield
WOL-45-MGE	wolverine	4/23/23	SA		15	2	730	Molecular Grade (96%) Ethanol
IRI-45-DRS	iris	4/23/23	SA		15	2	730	DNA/RNA Shield
IRI-45-MGE	iris	4/23/23	SA		15	2	730	Molecular Grade (96%) Ethanol
GOO-45-DRS	goose	4/23/23	SA		15	3	800	DNA/RNA Shield
GOO-45-MGE	goose	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
LAM-45-DRS	lambchop	4/23/23	SA		15	3	800	DNA/RNA Shield
LAM-45-MGE	lambchop	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
FRA-45-DRS	franc	4/23/23	SA		15	3	800	DNA/RNA Shield
FRA-45-MGE	franc	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
IVY-45-DRS	ivy	4/23/23	SA		15	3	800	DNA/RNA Shield
IVY-45-MGE	ivy	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
CHA-45-DRS	charles	4/23/23	SA		15	3	800	DNA/RNA Shield
CHA-45-MGE	charles	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
GRO-45-DRS	grogu	4/23/23	SA		15	3	800	DNA/RNA Shield
GRO-45-MGE	grogu	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
MAR-45-DRS	marshmallow	4/23/23	SA		15	3	800	DNA/RNA Shield
MAR-45-MGE	marshmallow	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
BUD-45-DRS	buddy	4/23/23	SA		15	3	800	DNA/RNA Shield
BUD-45-MGE	buddy	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
JOA-45-DRS	joans	4/23/23	SA		15	3	800	DNA/RNA Shield
JOA-45-MGE	joans	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
HEN-45-DRS	henry	4/23/23	SA		15	3	800	DNA/RNA Shield
HEN-45-MGE	henry	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
GIN-45-DRS	ginger	4/23/23	SA		15	3	800	DNA/RNA Shield
GIN-45-MGE	ginger	4/23/23	SA		15	3	800	Molecular Grade (96%) Ethanol
HAM-46-DRS	hamlet	4/24/23	SA/GR		15	2	730	DNA/RNA Shield
HAM-46-MGE	hamlet	4/24/23	SA/GR		15	2	730	Molecular Grade (96%) Ethanol
HER-46-DRS	hera	4/24/23	SA/GR		15	2	730	DNA/RNA Shield
HER-46-MGE	hera	4/24/23	SA/GR		15	2	730	Molecular Grade (96%) Ethanol
JAR-46-DRS	jarjarbinks	4/24/23	SA/GR		15	2	730	DNA/RNA Shield
JAR-46-MGE	jarjarbinks	4/24/23	SA/GR		15	2	730	Molecular Grade (96%) Ethanol
OPH-46-DRS	ophelia	4/24/23	SA/GR		15	1	730	DNA/RNA Shield
OPH-46-MGE	ophelia	4/24/23	SA/GR		15	1	730	Molecular Grade (96%) Ethanol
KUB-46-DRS	kubo	4/24/23	SA/GR		15	2	730	DNA/RNA Shield
KUB-46-MGE	kubo	4/24/23	SA/GR		15	2	730	Molecular Grade (96%) Ethanol
KOR-46-DRS	korra	4/24/23	SA/GR		15	3	730	DNA/RNA Shield
KOR-46-MGE	korra	4/24/23	SA/GR		15	3	730	Molecular Grade (96%) Ethanol
WOL-46-DRS	wolverine	4/24/23	SA/GR		15	2	730	DNA/RNA Shield
WOL-46-MGE	wolverine	4/24/23	SA/GR		15	2	730	Molecular Grade (96%) Ethanol
IRI-46-DRS	iris	4/24/23	SA/GR		15	3	730	DNA/RNA Shield
IRI-46-MGE	iris	4/24/23	SA/GR		15	3	730	Molecular Grade (96%) Ethanol
GOO-46-DRS	goose	4/24/23	SA/GR		15	3	800	DNA/RNA Shield
GOO-46-MGE	goose	4/24/23	SA/GR		15	3	800	Molecular Grade (96%) Ethanol
LAM-46-DRS	lambchop	4/24/23	SA/GR		15	3	800	DNA/RNA Shield
LAM-46-MGE	lambchop	4/24/23	SA/GR		15	3	800	Molecular Grade (96%) Ethanol
FRA-46-DRS	franc	4/24/23	SA/GR		15	2	800	DNA/RNA Shield
FRA-46-MGE	franc	4/24/23	SA/GR		15	2	800	Molecular Grade (96%) Ethanol
IVY-46-DRS	ivy	4/24/23	SA/GR		15	3	800	DNA/RNA Shield
IVY-46-MGE	ivy	4/24/23	SA/GR		15	3	800	Molecular Grade (96%) Ethanol
CHA-46-DRS	charles	4/24/23	SA/GR		16	2	800	DNA/RNA Shield
CHA-46-MGE	charles	4/24/23	SA/GR		16	2	800	Molecular Grade (96%) Ethanol
GRO-46-DRS	grogu	4/24/23	SA/GR		16	3	800	DNA/RNA Shield
GRO-46-MGE	grogu	4/24/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
MAR-46-DRS	marshmallow	4/24/23	SA/GR		16	3	800	DNA/RNA Shield
MAR-46-MGE	marshmallow	4/24/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
BUD-46-DRS	buddy	4/24/23	SA/GR		16	3	800	DNA/RNA Shield
BUD-46-MGE	buddy	4/24/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
JOA-46-DRS	joans	4/24/23	SA/GR		16	3	800	DNA/RNA Shield
JOA-46-MGE	joans	4/24/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
HEN-46-DRS	henry	4/24/23	SA/GR		16	3	800	DNA/RNA Shield
HEN-46-MGE	henry	4/24/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
GIN-46-DRS	ginger	4/24/23	SA/GR		16	3	800	DNA/RNA Shield
GIN-46-MGE	ginger	4/24/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
FRA-47-DRS	franc	4/25/23	SA		16	3	730	DNA/RNA Shield
FRA-47-MGE	franc	4/25/23	SA		16	3	730	Molecular Grade (96%) Ethanol
IVY-47-DRS	ivy	4/25/23	SA		16	2	730	DNA/RNA Shield
IVY-47-MGE	ivy	4/25/23	SA		16	2	730	Molecular Grade (96%) Ethanol
CHA-47-DRS	charles	4/25/23	SA		16	3	730	DNA/RNA Shield
CHA-47-MGE	charles	4/25/23	SA		16	3	730	Molecular Grade (96%) Ethanol
GRO-47-DRS	grogu	4/25/23	SA		16	3	730	DNA/RNA Shield
GRO-47-MGE	grogu	4/25/23	SA		16	3	730	Molecular Grade (96%) Ethanol
MAR-47-DRS	marshmallow	4/25/23	SA		16	2	730	DNA/RNA Shield
MAR-47-MGE	marshmallow	4/25/23	SA		16	2	730	Molecular Grade (96%) Ethanol
BUD-47-DRS	buddy	4/25/23	SA		16	3	730	DNA/RNA Shield
BUD-47-MGE	buddy	4/25/23	SA		16	3	730	Molecular Grade (96%) Ethanol
JOA-47-DRS	joans	4/25/23	SA		16	3	730	DNA/RNA Shield
JOA-47-MGE	joans	4/25/23	SA		16	3	730	Molecular Grade (96%) Ethanol
HEN-47-DRS	henry	4/25/23	SA		16	3	730	DNA/RNA Shield
HEN-47-MGE	henry	4/25/23	SA		16	3	730	Molecular Grade (96%) Ethanol
GIN-47-DRS	ginger	4/25/23	SA		16	2	730	DNA/RNA Shield
GIN-47-MGE	ginger	4/25/23	SA		16	2	730	Molecular Grade (96%) Ethanol
HAM-48-DRS	hamlet	4/26/23	SA/GR		16	2	730	DNA/RNA Shield
HAM-48-MGE	hamlet	4/26/23	SA/GR		16	2	730	Molecular Grade (96%) Ethanol
HER-48-DRS	hera	4/26/23	SA/GR		16	2	730	DNA/RNA Shield
HER-48-MGE	hera	4/26/23	SA/GR		16	2	730	Molecular Grade (96%) Ethanol
JAR-48-DRS	jarjarbinks	4/26/23	SA/GR		16	2	730	DNA/RNA Shield
JAR-48-MGE	jarjarbinks	4/26/23	SA/GR		16	2	730	Molecular Grade (96%) Ethanol
OPH-48-DRS	ophelia	4/26/23	SA/GR		16	1	730	DNA/RNA Shield
OPH-48-MGE	ophelia	4/26/23	SA/GR		16	1	730	Molecular Grade (96%) Ethanol
KUB-48-DRS	kubo	4/26/23	SA/GR		16	2	730	DNA/RNA Shield
KUB-48-MGE	kubo	4/26/23	SA/GR		16	2	730	Molecular Grade (96%) Ethanol
KOR-48-DRS	korra	4/26/23	SA/GR		16	3	730	DNA/RNA Shield
KOR-48-MGE	korra	4/26/23	SA/GR		16	3	730	Molecular Grade (96%) Ethanol
WOL-48-DRS	wolverine	4/26/23	SA/GR		16	2	730	DNA/RNA Shield
WOL-48-MGE	wolverine	4/26/23	SA/GR		16	2	730	Molecular Grade (96%) Ethanol
IRI-48-DRS	iris	4/26/23	SA/GR		16	3	730	DNA/RNA Shield
IRI-48-MGE	iris	4/26/23	SA/GR		16	3	730	Molecular Grade (96%) Ethanol
GOO-48-DRS	goose	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
GOO-48-MGE	goose	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
LAM-48-DRS	lambchop	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
LAM-48-MGE	lambchop	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
FRA-48-DRS	franc	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
FRA-48-MGE	franc	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
IVY-48-DRS	ivy	4/26/23	SA/GR		16	4	800	DNA/RNA Shield
IVY-48-MGE	ivy	4/26/23	SA/GR		16	4	800	Molecular Grade (96%) Ethanol
CHA-48-DRS	charles	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
CHA-48-MGE	charles	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
GRO-48-DRS	grogu	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
GRO-48-MGE	grogu	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
MAR-48-DRS	marshmallow	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
MAR-48-MGE	marshmallow	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
BUD-48-DRS	buddy	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
BUD-48-MGE	buddy	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
JOA-48-DRS	joans	4/26/23	SA/GR		16	3	800	DNA/RNA Shield
JOA-48-MGE	joans	4/26/23	SA/GR		16	3	800	Molecular Grade (96%) Ethanol
HEN-48-DRS	henry	4/26/23	SA/GR		17	3	800	DNA/RNA Shield
HEN-48-MGE	henry	4/26/23	SA/GR		17	3	800	Molecular Grade (96%) Ethanol
GIN-48-DRS	ginger	4/26/23	SA/GR		17	2	800	DNA/RNA Shield
GIN-48-MGE	ginger	4/26/23	SA/GR		17	2	800	Molecular Grade (96%) Ethanol
HAM-49-DRS	hamlet	4/27/23	SA		17	2	730	DNA/RNA Shield
HAM-49-MGE	hamlet	4/27/23	SA		17	2	730	Molecular Grade (96%) Ethanol
HER-49-DRS	hera	4/27/23	SA		17	2	730	DNA/RNA Shield
HER-49-MGE	hera	4/27/23	SA		17	2	730	Molecular Grade (96%) Ethanol
JAR-49-DRS	jarjarbinks	4/27/23	SA		17	3	730	DNA/RNA Shield
JAR-49-MGE	jarjarbinks	4/27/23	SA		17	3	730	Molecular Grade (96%) Ethanol
OPH-49-DRS	ophelia	4/27/23	SA		17	2	730	DNA/RNA Shield
OPH-49-MGE	ophelia	4/27/23	SA		17	2	730	Molecular Grade (96%) Ethanol
KUB-49-DRS	kubo	4/27/23	SA		17	2	730	DNA/RNA Shield
KUB-49-MGE	kubo	4/27/23	SA		17	2	730	Molecular Grade (96%) Ethanol
KOR-49-DRS	korra	4/27/23	SA		17	3	730	DNA/RNA Shield
KOR-49-MGE	korra	4/27/23	SA		17	3	730	Molecular Grade (96%) Ethanol
WOL-49-DRS	wolverine	4/27/23	SA		17	2	730	DNA/RNA Shield
WOL-49-MGE	wolverine	4/27/23	SA		17	2	730	Molecular Grade (96%) Ethanol
IRI-49-DRS	iris	4/27/23	SA		17	3	730	DNA/RNA Shield
IRI-49-MGE	iris	4/27/23	SA		17	3	730	Molecular Grade (96%) Ethanol
GOO-49-DRS	goose	4/27/23	SA		17	2	800	DNA/RNA Shield
GOO-49-MGE	goose	4/27/23	SA		17	2	800	Molecular Grade (96%) Ethanol
LAM-49-DRS	lambchop	4/27/23	SA		17	3	800	DNA/RNA Shield
LAM-49-MGE	lambchop	4/27/23	SA		17	3	800	Molecular Grade (96%) Ethanol
FRA-49-DRS	franc	4/27/23	SA		17	3	800	DNA/RNA Shield
FRA-49-MGE	franc	4/27/23	SA		17	3	800	Molecular Grade (96%) Ethanol
IVY-49-DRS	ivy	4/27/23	SA		17	3	800	DNA/RNA Shield
IVY-49-MGE	ivy	4/27/23	SA		17	3	800	Molecular Grade (96%) Ethanol
CHA-49-DRS	charles	4/27/23	SA		17	5	800	DNA/RNA Shield
CHA-49-MGE	charles	4/27/23	SA		17	5	800	Molecular Grade (96%) Ethanol
GRO-49-DRS	grogu	4/27/23	SA		17	3	800	DNA/RNA Shield
GRO-49-MGE	grogu	4/27/23	SA		17	3	800	Molecular Grade (96%) Ethanol
MAR-49-DRS	marshmallow	4/27/23	SA		17	2	800	DNA/RNA Shield
MAR-49-MGE	marshmallow	4/27/23	SA		17	2	800	Molecular Grade (96%) Ethanol
BUD-49-DRS	buddy	4/27/23	SA		17	3	800	DNA/RNA Shield
BUD-49-MGE	buddy	4/27/23	SA		17	3	800	Molecular Grade (96%) Ethanol
JOA-49-DRS	joans	4/27/23	SA		17	2	800	DNA/RNA Shield
JOA-49-MGE	joans	4/27/23	SA		17	2	800	Molecular Grade (96%) Ethanol
HEN-49-DRS	henry	4/27/23	SA		17	3	800	DNA/RNA Shield
HEN-49-MGE	henry	4/27/23	SA		17	3	800	Molecular Grade (96%) Ethanol
GIN-49-DRS	ginger	4/27/23	SA		17	2	800	DNA/RNA Shield
GIN-49-MGE	ginger	4/27/23	SA		17	2	800	Molecular Grade (96%) Ethanol
HAM-50-DRS	hamlet	4/28/23	SA/GR		17	2	730	DNA/RNA Shield
HAM-50-MGE	hamlet	4/28/23	SA/GR		17	2	730	Molecular Grade (96%) Ethanol
HER-50-DRS	hera	4/28/23	SA/GR		17	3	730	DNA/RNA Shield
HER-50-MGE	hera	4/28/23	SA/GR		17	3	730	Molecular Grade (96%) Ethanol
JAR-50-DRS	jarjarbinks	4/28/23	SA/GR		17	3	730	DNA/RNA Shield
JAR-50-MGE	jarjarbinks	4/28/23	SA/GR		17	3	730	Molecular Grade (96%) Ethanol
OPH-50-DRS	ophelia	4/28/23	SA/GR		17	1	730	DNA/RNA Shield
OPH-50-MGE	ophelia	4/28/23	SA/GR		17	1	730	Molecular Grade (96%) Ethanol
KUB-50-DRS	kubo	4/28/23	SA/GR		17	2	730	DNA/RNA Shield
KUB-50-MGE	kubo	4/28/23	SA/GR		17	2	730	Molecular Grade (96%) Ethanol
KOR-50-DRS	korra	4/28/23	SA/GR		17	3	730	DNA/RNA Shield
KOR-50-MGE	korra	4/28/23	SA/GR		17	3	730	Molecular Grade (96%) Ethanol
WOL-50-DRS	wolverine	4/28/23	SA/GR		17	2	730	DNA/RNA Shield
WOL-50-MGE	wolverine	4/28/23	SA/GR		17	2	730	Molecular Grade (96%) Ethanol
