Sequence_ID	Extract_ID	Sample_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By	Pipeline	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes
LAM-44-DRS-S77	DNA1-LAM-44-DRS	LAM-44-DRS	CM005	8	S77	barcode08	27F	1492R	MIN_16_2024-3-1	4.58	0.9	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-19	SA	3.02	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-22	44	08:00:00	Lambchop	SA	3	DNA/RNA Shield	14		intervention_2	control	Lambchop_44	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
MAR-44-MGE-S78	DNA1-MAR-44-MGE	MAR-44-MGE	CM005	9	S78	barcode09	27F	1492R	MIN_16_2024-3-1	1.54	2.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-19	SA	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-22	44	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Marshmallow_44	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
OPH-45-MGE-S79	DNA1-OPH-45-MGE	OPH-45-MGE	CM005	10	S79	barcode10	27F	1492R	MIN_16_2024-3-1	3.34	1.2	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-19	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-23	45	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Ophelia_45	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
IRI-46-MGE-S80	DNA1-IRI-46-MGE	IRI-46-MGE	CM005	11	S80	barcode11	27F	1492R	MIN_16_2024-3-1	6.2	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-19	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-24	46	07:30:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Iris_46	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
BUD-46-MGE-S81	DNA1-BUD-46-MGE	BUD-46-MGE	CM005	12	S81	barcode12	27F	1492R	MIN_16_2024-3-1	3.02	1.3	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-19	SA	3.32	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-24	46	08:00:00	Buddy	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Buddy_46	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
PAD-5-MGE-S82	DNA1-PAD-5-MGE	PAD-5-MGE	CM005	13	S82	barcode13	27F	1492R	MIN_16_2024-3-1	5.8	0.7	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	2.37	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-14	5	08:00:00	Padme	SA	4	Molecular Grade (96%) Ethanol	2		run-in	baseline	Padme_5	Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)
KOR-6-DRS-S83	DNA1-KOR-6-DRS	KOR-6-DRS	CM005	14	S83	barcode14	27F	1492R	MIN_16_2024-3-1	3.15	1.3	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	3.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-15	6	08:00:00	Korra	SA	4	DNA/RNA Shield	2		run-in	baseline	Korra_6	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
KOR-6-MGE-S84	DNA1-KOR-6-MGE	KOR-6-MGE	CM005	15	S84	barcode15	27F	1492R	MIN_16_2024-3-1	6.9	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	2.73	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-15	6	08:00:00	Korra	SA	4	Molecular Grade (96%) Ethanol	2		run-in	baseline	Korra_6	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
IRI-7-DRS-S85	DNA1-IRI-7-DRS	IRI-7-DRS	CM005	16	S85	barcode16	27F	1492R	MIN_16_2024-3-1	6.6	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-16	7	08:00:00	Iris	SA	2	DNA/RNA Shield	2		run-in	baseline	Iris_7	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
IRI-7-MGE-S86	DNA1-IRI-7-MGE	IRI-7-MGE	CM005	17	S86	barcode17	27F	1492R	MIN_16_2024-3-1	6.3	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	5.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-16	7	08:00:00	Iris	SA	2	Molecular Grade (96%) Ethanol	2		run-in	baseline	Iris_7	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
GIN-7-DRS-S87	DNA1-GIN-7-DRS	GIN-7-DRS	CM005	18	S87	barcode18	27F	1492R	MIN_16_2024-3-1	6.2	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	19	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-16	7	07:30:00	Ginger	SA	3	DNA/RNA Shield	2		run-in	baseline	Ginger_7	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
GIN-7-MGE-S88	DNA1-GIN-7-MGE	GIN-7-MGE	CM005	19	S88	barcode19	27F	1492R	MIN_16_2024-3-1	6.6	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-16	7	07:30:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	2		run-in	baseline	Ginger_7	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
JOA-21-MGE-S89	DNA1-JOA-21-MGE	JOA-21-MGE	CM005	20	S89	barcode20	27F	1492R	MIN_16_2024-3-1	5.3	0.8	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	7.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-30	21	07:30:00	Joans	SA	3	Molecular Grade (96%) Ethanol	5		intervention_1	control	Joans_21	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IVY-24-MGE-S90	DNA1-IVY-24-MGE	IVY-24-MGE	CM005	21	S90	barcode21	27F	1492R	MIN_16_2024-3-1	6.5	0.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	2.28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-02	24	07:30:00	Ivy	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	control	Ivy_24	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
MAR-24-DRS-S91	DNA1-MAR-24-DRS	MAR-24-DRS	CM005	22	S91	barcode22	27F	1492R	MIN_16_2024-3-1	5.2	0.8	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	4.89	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-02	24	07:30:00	Marshmallow	SA	2	DNA/RNA Shield	5		intervention_1	control	Marshmallow_24	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
IVY-24-DRS-S92	DNA1-IVY-24-DRS	IVY-24-DRS	CM005	23	S92	barcode23	27F	1492R	MIN_16_2024-3-1	5.8	0.7	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2024-01-16	SA	1.17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-02	24	07:30:00	Ivy	SA	2	DNA/RNA Shield	5		intervention_1	control	Ivy_24	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
CM-NTC-005	NTC	NTC5	CM005	24	CTRL	barcode24	27F	1492R	MIN_16_2024-3-1	NA	NA	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPH-37-MGE-S93	DNA1-OPH-37-MGE	OPH-37-MGE	CM006	1	S93	barcode01	27F	1492R	MIN_16_2024-5-19	4.26	0.9	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-01-16	SA	33	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-15	37	07:30:00	Ophelia	SA	1	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	Ophelia_37	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
GRO-37-MGE-S94	DNA1-GRO-37-MGE	GRO-37-MGE	CM006	2	S94	barcode02	27F	1492R	MIN_16_2024-5-19	5.4	0.7	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	78	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-15	37	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Grogu_37	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
OPH-55-MGE-S95	DNA1-OPH-55-MGE	OPH-55-MGE	CM006	3	S95	barcode03	27F	1492R	MIN_16_2024-5-19	1.43	2.8	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-03	55	07:30:00	Ophelia	SA/GR	1	Molecular Grade (96%) Ethanol	20		intervention_2	control	Ophelia_55	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
GIN-55-DRS-S96	DNA1-GIN-55-DRS	GIN-55-DRS	CM006	4	S96	barcode04	27F	1492R	MIN_16_2024-5-19	2.08	1.9	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	5.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-03	55	08:00:00	Ginger	SA/GR	3	DNA/RNA Shield	20		intervention_2	gum	Ginger_55	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
GIN-55-MGE-S97	DNA1-GIN-55-MGE	GIN-55-MGE	CM006	5	S97	barcode05	27F	1492R	MIN_16_2024-5-19	0.788	5.1	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-03	55	08:00:00	Ginger	SA/GR	3	Molecular Grade (96%) Ethanol	20		intervention_2	gum	Ginger_55	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
BUD-56-MGE-S98	DNA1-BUD-56-MGE	BUD-56-MGE	CM006	6	S98	barcode06	27F	1492R	MIN_16_2024-5-19	2.35	1.7	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	34	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-04	56	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	21		intervention_2	gum	Buddy_56	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
GOO-58-MGE-S99	DNA1-GOO-58-MGE	GOO-58-MGE	CM006	7	S99	barcode07	27F	1492R	MIN_16_2024-5-19	1.49	2.7	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	1.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-06	58	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Goose_58	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
OPH-59-MGE-S100	DNA1-OPH-59-MGE	OPH-59-MGE	CM006	8	S100	barcode08	27F	1492R	MIN_16_2024-5-19	2.5	1.6	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	52	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-07	59	07:30:00	Ophelia	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Ophelia_59	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
IRI-60-MGE-S101	DNA1-IRI-60-MGE	IRI-60-MGE	CM006	9	S101	barcode09	27F	1492R	MIN_16_2024-5-19	2.05	2	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	34	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-08	60	07:30:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Iris_60	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
MAR-60-MGE-S102	DNA1-MAR-60-MGE	MAR-60-MGE	CM006	10	S102	barcode10	27F	1492R	MIN_16_2024-5-19	1.02	3.9	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-02	SA	71	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-08	60	08:00:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Marshmallow_60	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
IVY-9-MGE-S103	DNA1-IVY-9-MGE	IVY-9-MGE	CM006	11	S103	barcode11	27F	1492R	MIN_16_2024-5-19	8.2	0.5	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-03-18	9	08:00:00	Ivy	SA	1	Molecular Grade (96%) Ethanol	2		run-in	baseline	Ivy_9	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
HEN-9-DRS-S104	DNA1-HEN-9-DRS	HEN-9-DRS	CM006	12	S104	barcode12	27F	1492R	MIN_16_2024-5-19	6.1	0.7	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	6.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-03-18	9	08:00:00	Henry	SA	3	DNA/RNA Shield	3		run-in	baseline	Henry_9	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
HEN-9-MGE-S105	DNA1-HEN-9-MGE	HEN-9-MGE	CM006	13	S105	barcode13	27F	1492R	MIN_16_2024-5-19	6.2	0.6	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-03-18	9	08:00:00	Henry	SA	3	Molecular Grade (96%) Ethanol	3		run-in	baseline	Henry_9	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
HER-14-MGE-S106	DNA1-HER-14-MGE	HER-14-MGE	CM006	14	S106	barcode14	27F	1492R	MIN_16_2024-5-19	3.06	1.3	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	26	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-03-23	14	07:30:00	Hera	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Hera_14	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
WOL-14-MGE-S107	DNA1-WOL-14-MGE	WOL-14-MGE	CM006	15	S107	barcode15	27F	1492R	MIN_16_2024-5-19	1.98	2	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	40	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-03-23	14	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Wolverine_14	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
KUB-37-MGE-S108	DNA1-KUB-37-MGE	KUB-37-MGE	CM006	16	S108	barcode16	27F	1492R	MIN_16_2024-5-19	5.6	0.7	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	2.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-15	37	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	Kubo_37	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
JAR-50-MGE-S109	DNA1-JAR-50-MGE	JAR-50-MGE	CM006	17	S109	barcode17	27F	1492R	MIN_16_2024-5-19	3.88	1	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-28	50	07:30:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	17		intervention_2	control	JarJarBinks_50	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
CHA-50-MGE-S110	DNA1-CHA-50-MGE	CHA-50-MGE	CM006	18	S110	barcode18	27F	1492R	MIN_16_2024-5-19	3.38	1.2	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	3.14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-28	50	08:00:00	Charles	SA/GR	3	Molecular Grade (96%) Ethanol	18		intervention_2	gum	Charles_50	Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23
FRA-56-MGE-S111	DNA1-FRA-56-MGE	FRA-56-MGE	CM006	19	S111	barcode19	27F	1492R	MIN_16_2024-5-19	1.35	3	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-07	SA	28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-05-04	56	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	20		intervention_2	gum	Franc_56	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
GOO-37-MGE-S112	DNA1-GOO-37-MGE	GOO-37-MGE	CM006	20	S112	barcode20	27F	1492R	MIN_16_2024-5-19	1.71	2.3	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-16	SA	28	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-15	37	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	Goose_37	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
OPH-48-MGE-S113	DNA1-OPH-48-MGE	OPH-48-MGE	CM006	21	S113	barcode21	27F	1492R	MIN_16_2024-5-19	2.82	1.4	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-16	SA	91	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-26	48	07:30:00	Ophelia	SA/GR	1	Molecular Grade (96%) Ethanol	16		intervention_2	control	Ophelia_48	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
FRA-48-MGE-S114	DNA1-FRA-48-MGE	FRA-48-MGE	CM006	22	S114	barcode22	27F	1492R	MIN_16_2024-5-19	2.29	1.8	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-16	SA	21	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-26	48	08:00:00	Franc	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Franc_48	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
WOL-49-MGE-S115	DNA1-WOL-49-MGE	WOL-49-MGE	CM006	23	S115	barcode23	27F	1492R	MIN_16_2024-5-19	2.75	1.5	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	DNA	2024-02-16	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-27	49	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	17		intervention_2	control	Wolverine_49	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
CM-NTC-006	NTC	NTC6	CM006	24	CTRL	barcode24	27F	1492R	MIN_16_2024-5-19	0.0269	1.6	16S_UNO-CM-006	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHA-49-MGE-S116	DNA1-CHA-49-MGE	CHA-49-MGE	CM007	1	S116	barcode01	27F	1492R	MIN_16_2024-5-21	7.2	0.6	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-02-16	SA	84	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-27	49	08:00:00	Charles	SA	5	Molecular Grade (96%) Ethanol	17		intervention_2	gum	Charles_49	Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23
LAM-50-MGE-S117	DNA1-LAM-50-MGE	LAM-50-MGE	CM007	2	S117	barcode02	27F	1492R	MIN_16_2024-5-21	2.46	1.6	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-02-16	SA	2.95	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-28	50	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	17		intervention_2	control	Lambchop_50	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
BUD-50-MGE-S118	DNA1-BUD-50-MGE	BUD-50-MGE	CM007	3	S118	barcode03	27F	1492R	MIN_16_2024-5-21	4.75	0.8	16S_UNO-CM-007	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG001	FA-08546	AQL192	2024-05-21	SA	16S_RAP	DNA	2024-02-16	SA	1.25	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		2023-04-28	50	08:00:00	Buddy	SA/GR	2	Molecular Grade (96%) Ethanol	18		intervention_2	gum	Buddy_50	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
