"","Extract_ID","Sample_ID","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes"
"530","DNA1-FRA-45-MGE","FRA-45-MGE","DNA",2023-11-10,"SA","43","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"531","DNA1-GOO-46-DRS","GOO-46-DRS","DNA",2023-11-10,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"532","DNA1-GOO-46-MGE","GOO-46-MGE","DNA",2023-11-10,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"533","DNA1-GRO-46-DRS","GRO-46-DRS","DNA",2023-11-10,"SA","8.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"534","DNA1-GRO-46-MGE","GRO-46-MGE","DNA",2023-11-10,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"535","DNA1-LAM-48-DRS","LAM-48-DRS","DNA",2023-11-10,"SA","0.935","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"536","DNA1-LAM-48-MGE","LAM-48-MGE","DNA",2023-11-10,"SA","3.48","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"537","DNA1-HEN-36-MGE","HEN-36-MGE","DNA",2023-11-15,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"538","DNA1-HAM-41-DRS","HAM-41-DRS","DNA",2023-11-15,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"539","DNA1-HAM-41-MGE","HAM-41-MGE","DNA",2023-11-15,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"540","DNA1-JOA-41-DRS","JOA-41-DRS","DNA",2023-11-15,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"541","DNA1-JOA-41-MGE","JOA-41-MGE","DNA",2023-11-15,"SA","7.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"542","DNA1-IRI-44-DRS","IRI-44-DRS","DNA",2023-11-15,"SA","69","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"543","DNA1-IRI-44-MGE","IRI-44-MGE","DNA",2023-11-15,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"544","DNA1-GRO-44-DRS","GRO-44-DRS","DNA",2023-11-15,"SA","6.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"545","DNA1-GRO-44-MGE","GRO-44-MGE","DNA",2023-11-15,"SA","26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"546","DNA1-BUD-48-DRS","BUD-48-DRS","DNA",2023-11-15,"SA","2.14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"547","DNA1-BUD-48-MGE","BUD-48-MGE","DNA",2023-11-15,"SA","4.68","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"548","DNA1-HER-49-DRS","HER-49-DRS","DNA",2023-11-15,"SA","60","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"549","DNA1-HER-49-MGE","HER-49-MGE","DNA",2023-11-15,"SA","24","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"550","DNA1-JAR-49-DRS","JAR-49-DRS","DNA",2023-11-15,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"551","DNA1-JAR-49-MGE","JAR-49-MGE","DNA",2023-11-15,"SA","2.53","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"552","DNA1-HAM-9-DRS","HAM-9-DRS","DNA",2023-12-12,"SA","80","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"553","DNA1-HAM-9-MGE","HAM-9-MGE","DNA",2023-12-12,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"554","DNA1-FRA-9-DRS","FRA-9-DRS","DNA",2023-12-12,"SA","32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"555","DNA1-FRA-9-MGE","FRA-9-MGE","DNA",2023-12-12,"SA","9.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"556","DNA1-HER-11-DRS","HER-11-DRS","DNA",2023-12-12,"SA","57","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"557","DNA1-HER-11-MGE","HER-11-MGE","DNA",2023-12-12,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"558","DNA1-PAD-11-DRS","PAD-11-DRS","DNA",2023-12-12,"SA","53","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"559","DNA1-PAD-11-MGE","PAD-11-MGE","DNA",2023-12-12,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"560","DNA1-KUB-14-DRS","KUB-14-DRS","DNA",2023-12-12,"SA","62","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"561","DNA1-KUB-14-MGE","KUB-14-MGE","DNA",2023-12-12,"SA","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"562","DNA1-GIN-14-DRS","GIN-14-DRS","DNA",2023-12-12,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"563","DNA1-GIN-14-MGE","GIN-14-MGE","DNA",2023-12-12,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"564","DNA1-KOR-17-DRS","KOR-17-DRS","DNA",2023-12-12,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"565","DNA1-KOR-17-MGE","KOR-17-MGE","DNA",2023-12-12,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"566","DNA1-GIN-36-MGE","GIN-36-MGE","DNA",2023-12-12,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"567","DNA1-HER-37-MGE","HER-37-MGE","DNA",2023-12-19,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"568","DNA1-GOO-42-DRS","GOO-42-DRS","DNA",2023-12-19,"SA","26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"569","DNA1-GOO-42-MGE","GOO-42-MGE","DNA",2023-12-19,"SA","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"570","DNA1-LAM-44-DRS","LAM-44-DRS","DNA",2023-12-19,"SA","3.02","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"571","DNA1-LAM-44-MGE","LAM-44-MGE","DNA",2023-12-19,"SA","24","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"572","DNA1-MAR-44-DRS","MAR-44-DRS","DNA",2023-12-19,"SA","25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"573","DNA1-MAR-44-MGE","MAR-44-MGE","DNA",2023-12-19,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"574","DNA1-OPH-45-DRS","OPH-45-DRS","DNA",2023-12-19,"SA","54","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"575","DNA1-OPH-45-MGE","OPH-45-MGE","DNA",2023-12-19,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"576","DNA1-CHA-45-DRS","CHA-45-DRS","DNA",2023-12-19,"SA","29","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"577","DNA1-CHA-45-MGE","CHA-45-MGE","DNA",2023-12-19,"SA","0.376","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"578","DNA1-IRI-46-DRS","IRI-46-DRS","DNA",2023-12-19,"SA","22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"579","DNA1-IRI-46-MGE","IRI-46-MGE","DNA",2023-12-19,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"580","DNA1-BUD-46-DRS","BUD-46-DRS","DNA",2023-12-19,"SA","2.12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"581","DNA1-BUD-46-MGE","BUD-46-MGE","DNA",2023-12-19,"SA","3.32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"582","DNA1-PAD-5-DRS","PAD-5-DRS","DNA",2024-01-16,"SA","0.672","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"583","DNA1-PAD-5-MGE","PAD-5-MGE","DNA",2024-01-16,"SA","2.37","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"584","DNA1-KOR-6-DRS","KOR-6-DRS","DNA",2024-01-16,"SA","3.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"585","DNA1-KOR-6-MGE","KOR-6-MGE","DNA",2024-01-16,"SA","2.73","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"586","DNA1-IRI-7-DRS","IRI-7-DRS","DNA",2024-01-16,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"587","DNA1-IRI-7-MGE","IRI-7-MGE","DNA",2024-01-16,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"588","DNA1-GIN-7-DRS","GIN-7-DRS","DNA",2024-01-16,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"589","DNA1-GIN-7-MGE","GIN-7-MGE","DNA",2024-01-16,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"590","DNA1-JOA-21-DRS","JOA-21-DRS","DNA",2024-01-16,"SA","1.47","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"591","DNA1-JOA-21-MGE","JOA-21-MGE","DNA",2024-01-16,"SA","7.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"592","DNA1-IVY-24-DRS","IVY-24-DRS","DNA",2024-01-16,"SA","1.17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"593","DNA1-IVY-24-MGE","IVY-24-MGE","DNA",2024-01-16,"SA","2.28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"594","DNA1-MAR-24-DRS","MAR-24-DRS","DNA",2024-01-16,"SA","4.89","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"595","DNA1-MAR-24-MGE","MAR-24-MGE","DNA",2024-01-16,"SA","0.63","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"596","DNA1-OPH-37-MGE","OPH-37-MGE","DNA",2024-01-16,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"597","DNA1-GRO-37-MGE","GRO-37-MGE","DNA",2024-02-02,"SA","78","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"598","DNA1-OPH-55-DRS","OPH-55-DRS","DNA",2024-02-02,"SA","80","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8",""
"599","DNA1-OPH-55-MGE","OPH-55-MGE","DNA",2024-02-02,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"600","DNA1-GIN-55-DRS","GIN-55-DRS","DNA",2024-02-02,"SA","5.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"601","DNA1-GIN-55-MGE","GIN-55-MGE","DNA",2024-02-02,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"602","DNA1-BUD-56-DRS","BUD-56-DRS","DNA",2024-02-02,"SA","101","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"603","DNA1-BUD-56-MGE","BUD-56-MGE","DNA",2024-02-02,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"604","DNA1-GOO-58-DRS","GOO-58-DRS","DNA",2024-02-02,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"605","DNA1-GOO-58-MGE","GOO-58-MGE","DNA",2024-02-02,"SA","1.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"606","DNA1-OPH-59-DRS","OPH-59-DRS","DNA",2024-02-02,"SA","100","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"607","DNA1-OPH-59-MGE","OPH-59-MGE","DNA",2024-02-02,"SA","52","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"608","DNA1-IRI-60-DRS","IRI-60-DRS","DNA",2024-02-02,"SA","80","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"609","DNA1-IRI-60-MGE","IRI-60-MGE","DNA",2024-02-02,"SA","34","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"610","DNA1-MAR-60-DRS","MAR-60-DRS","DNA",2024-02-02,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"611","DNA1-MAR-60-MGE","MAR-60-MGE","DNA",2024-02-02,"SA","71","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"612","DNA1-IVY-9-DRS","IVY-9-DRS","DNA",2024-02-07,"SA","104","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"613","DNA1-IVY-9-MGE","IVY-9-MGE","DNA",2024-02-07,"SA","9.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"614","DNA1-HEN-9-DRS","HEN-9-DRS","DNA",2024-02-07,"SA","6.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"615","DNA1-HEN-9-MGE","HEN-9-MGE","DNA",2024-02-07,"SA","8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"616","DNA1-HER-14-DRS","HER-14-DRS","DNA",2024-02-07,"SA","95","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"617","DNA1-HER-14-MGE","HER-14-MGE","DNA",2024-02-07,"SA","26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"618","DNA1-WOL-14-DRS","WOL-14-DRS","DNA",2024-02-07,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"619","DNA1-WOL-14-MGE","WOL-14-MGE","DNA",2024-02-07,"SA","40","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"620","DNA1-KUB-37-MGE","KUB-37-MGE","DNA",2024-02-07,"SA","2.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"621","DNA1-JAR-50-DRS","JAR-50-DRS","DNA",2024-02-07,"SA","4.87","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"622","DNA1-JAR-50-MGE","JAR-50-MGE","DNA",2024-02-07,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"623","DNA1-CHA-50-DRS","CHA-50-DRS","DNA",2024-02-07,"SA","100","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"624","DNA1-CHA-50-MGE","CHA-50-MGE","DNA",2024-02-07,"SA","3.14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"625","DNA1-FRA-56-DRS","FRA-56-DRS","DNA",2024-02-07,"SA","56","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"626","DNA1-FRA-56-MGE","FRA-56-MGE","DNA",2024-02-07,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"627","DNA1-GOO-37-MGE","GOO-37-MGE","DNA",2024-02-16,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"628","DNA1-OPH-48-DRS","OPH-48-DRS","DNA",2024-02-16,"SA","105","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"629","DNA1-OPH-48-MGE","OPH-48-MGE","DNA",2024-02-16,"SA","91","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"630","DNA1-FRA-48-DRS","FRA-48-DRS","DNA",2024-02-16,"SA","77","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"631","DNA1-FRA-48-MGE","FRA-48-MGE","DNA",2024-02-16,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"632","DNA1-WOL-49-DRS","WOL-49-DRS","DNA",2024-02-16,"SA","31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"633","DNA1-WOL-49-MGE","WOL-49-MGE","DNA",2024-02-16,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"634","DNA1-CHA-49-DRS","CHA-49-DRS","DNA",2024-02-16,"SA","105","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"635","DNA1-CHA-49-MGE","CHA-49-MGE","DNA",2024-02-16,"SA","84","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"636","DNA1-LAM-50-DRS","LAM-50-DRS","DNA",2024-02-16,"SA","1.08","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"637","DNA1-LAM-50-MGE","LAM-50-MGE","DNA",2024-02-16,"SA","2.95","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"638","DNA1-BUD-50-DRS","BUD-50-DRS","DNA",2024-02-16,"SA","3.75","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"639","DNA1-BUD-50-MGE","BUD-50-MGE","DNA",2024-02-16,"SA","1.25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"640","DNA1-JOA-51-DRS","JOA-51-DRS","DNA",2024-02-16,"SA","45","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"641","DNA1-JOA-51-MGE","JOA-51-MGE","DNA",2024-02-16,"SA","54","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"642","DNA1-LAM-37-MGE","LAM-37-MGE","DNA",2024-03-04,"SA","88","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"643","DNA1-GOO-44-DRS","GOO-44-DRS","DNA",2024-03-04,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"644","DNA1-GOO-44-MGE","GOO-44-MGE","DNA",2024-03-04,"SA","2.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"645","DNA1-JOA-44-DRS","JOA-44-DRS","DNA",2024-03-04,"SA","55","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"646","DNA1-JOA-44-MGE","JOA-44-MGE","DNA",2024-03-04,"SA","64","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"647","DNA1-WOL-46-DRS","WOL-46-DRS","DNA",2024-03-04,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"648","DNA1-WOL-46-MGE","WOL-46-MGE","DNA",2024-03-04,"SA","0.518","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"649","DNA1-IVY-46-DRS","IVY-46-DRS","DNA",2024-03-04,"SA","41","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"650","DNA1-IVY-46-MGE","IVY-46-MGE","DNA",2024-03-04,"SA","2.38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"651","DNA1-KUB-48-DRS","KUB-48-DRS","DNA",2024-03-04,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"652","DNA1-KUB-48-MGE","KUB-48-MGE","DNA",2024-03-04,"SA","90","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"653","DNA1-GRO-48-DRS","GRO-48-DRS","DNA",2024-03-04,"SA","25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"654","DNA1-GRO-48-MGE","GRO-48-MGE","DNA",2024-03-04,"SA","109","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"655","DNA1-FRA-49-DRS","FRA-49-DRS","DNA",2024-03-04,"SA","91","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"656","DNA1-FRA-49-MGE","FRA-49-MGE","DNA",2024-03-04,"SA","60","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"657","DNA1-FRA-37-MGE","FRA-37-MGE","DNA",2024-03-08,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"658","DNA1-LAM-42-DRS","LAM-42-DRS","DNA",2024-03-08,"SA","63","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"659","DNA1-LAM-42-MGE","LAM-42-MGE","DNA",2024-03-08,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"660","DNA1-HEN-42-DRS","HEN-42-DRS","DNA",2024-03-08,"SA","48","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"661","DNA1-HEN-42-MGE","HEN-42-MGE","DNA",2024-03-08,"SA","7.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"662","DNA1-HER-45-DRS","HER-45-DRS","DNA",2024-03-08,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"663","DNA1-HER-45-MGE","HER-45-MGE","DNA",2024-03-08,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"664","DNA1-GRO-45-DRS","GRO-45-DRS","DNA",2024-03-08,"SA","62","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"665","DNA1-GRO-45-MGE","GRO-45-MGE","DNA",2024-03-08,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"666","DNA1-OPH-49-DRS","OPH-49-DRS","DNA",2024-03-08,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"667","DNA1-OPH-49-MGE","OPH-49-MGE","DNA",2024-03-08,"SA","46","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"668","DNA1-GIN-49-DRS","GIN-49-DRS","DNA",2024-03-08,"SA","45","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"669","DNA1-GIN-49-MGE","GIN-49-MGE","DNA",2024-03-08,"SA","29","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"670","DNA1-CHA-51-DRS","CHA-51-DRS","DNA",2024-03-08,"SA","50","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"671","DNA1-CHA-51-MGE","CHA-51-MGE","DNA",2024-03-08,"SA","18","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9",""
"672","DNA1-KOR-14-MGE","KOR-14-MGE","DNA",2024-03-21,"SA","5.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"673","DNA1-HEN-14-MGE","HEN-14-MGE","DNA",2024-03-21,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"674","DNA1-KUB-17-MGE","KUB-17-MGE","DNA",2024-03-21,"SA","25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"675","DNA1-PAD-17-MGE","PAD-17-MGE","DNA",2024-03-21,"SA","37","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"676","DNA1-OPH-18-MGE","OPH-18-MGE","DNA",2024-03-21,"SA","9.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"677","DNA1-GRO-18-MGE","GRO-18-MGE","DNA",2024-03-21,"SA","3.08","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"678","DNA1-WOL-20-MGE","WOL-20-MGE","DNA",2024-03-21,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"679","DNA1-LAM-20-MGE","LAM-20-MGE","DNA",2024-03-21,"SA","1.66","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"680","DNA1-CHA-20-MGE","CHA-20-MGE","DNA",2024-03-21,"SA","0.659","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"681","DNA1-JAR-22-MGE","JAR-22-MGE","DNA",2024-03-21,"SA","2.39","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"682","DNA1-GOO-22-MGE","GOO-22-MGE","DNA",2024-03-21,"SA","4.28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"683","DNA1-HAM-23-MGE","HAM-23-MGE","DNA",2024-03-21,"SA","4.66","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"684","DNA1-IRI-23-MGE","IRI-23-MGE","DNA",2024-03-21,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"685","DNA1-HER-24-MGE","HER-24-MGE","DNA",2024-03-21,"SA","2.38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"686","DNA1-JOA-24-MGE","JOA-24-MGE","DNA",2024-03-21,"SA","8.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"687","DNA1-BUD-52-MGE","BUD-52-MGE","DNA",2024-03-25,"SA","4.71","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"688","DNA1-GIN-52-MGE","GIN-52-MGE","DNA",2024-03-25,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"689","DNA1-HER-53-MGE","HER-53-MGE","DNA",2024-03-25,"SA","1.05","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"690","DNA1-FRA-53-MGE","FRA-53-MGE","DNA",2024-03-25,"SA","1.75","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"691","DNA1-MAR-53-MGE","MAR-53-MGE","DNA",2024-03-25,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"692","DNA1-IVY-54-MGE","IVY-54-MGE","DNA",2024-03-25,"SA","0.276","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"693","DNA1-HEN-54-MGE","HEN-54-MGE","DNA",2024-03-25,"SA","0.514","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"694","DNA1-LAM-55-MGE","LAM-55-MGE","DNA",2024-03-25,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"695","DNA1-CHA-55-MGE","CHA-55-MGE","DNA",2024-03-25,"SA","2.96","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"696","DNA1-GRO-56-MGE","GRO-56-MGE","DNA",2024-03-25,"SA","7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"697","DNA1-JOA-56-MGE","JOA-56-MGE","DNA",2024-03-25,"SA","6.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"698","DNA1-WOL-58-MGE","WOL-58-MGE","DNA",2024-03-25,"SA","1.32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"699","DNA1-HEN-58-MGE","HEN-58-MGE","DNA",2024-03-25,"SA","0.406","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"700","DNA1-GOO-60-MGE","GOO-60-MGE","DNA",2024-03-25,"SA","0.383","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"701","DNA1-JOA-60-MGE","JOA-60-MGE","DNA",2024-03-25,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"702","DNA1-IRI-17-MGE","IRI-17-MGE","DNA",2024-04-23,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"703","DNA1-LAM-17-MGE","LAM-17-MGE","DNA",2024-04-23,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"704","DNA1-HAM-18-MGE","HAM-18-MGE","DNA",2024-04-23,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"705","DNA1-WOL-18-MGE","WOL-18-MGE","DNA",2024-04-23,"SA","7.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"706","DNA1-OPH-19-MGE","OPH-19-MGE","DNA",2024-04-23,"SA","9.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
"707","DNA1-FRA-19-MGE","FRA-19-MGE","DNA",2024-04-23,"SA","3.87","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10",""
