"","Sequence_ID","depth","mean_coverage","Extract_ID","Sample_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By","Pipeline","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes"
"265","KUB-22-MGE-S237",6263,0.97,"DNA1-KUB-22-MGE","KUB-22-MGE","CM012",7,"S237","barcode07","27F","1492R","MIN_16_2025-2-21",3.66,1.1,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","2.33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-31,"22",08:00:00,"Kubo","SA/GR",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Kubo_22","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"266","KUB-24-MGE-S45",6141,0.9594,"DNA1-KUB-24-MGE","KUB-24-MGE","CM003",22,"S45","barcode22","27F","1492R","MIN_16_2024-3-6",8.6,0.5,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-11-01,"SA/SK","7.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-02,"24",08:00:00,"Kubo","SA",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Kubo_24","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"267","KUB-25-MGE-S263",11019,0.9682,"DNA1-KUB-25-MGE","KUB-25-MGE","CM013",10,"S263","barcode10","27F","1492R","MIN_16_2025-4-1",4.58,0.9,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-09,"AS","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-03,"25",08:00:00,"Kubo","SA/GR",2,"Molecular Grade (96%) Ethanol",6,"","intervention_1","gum","Kubo_25","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"268","KUB-30-MGE-S132",9429,0.9578,"DNA1-KUB-30-MGE","KUB-30-MGE","CM007",17,"S132","barcode17","27F","1492R","MIN_16_2024-5-21",3.63,1.1,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2023-10-11,"SA/SK","1.53","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-08,"30",07:30:00,"Kubo","SA",2,"Molecular Grade (96%) Ethanol",8,"","washout_1","gum-washout","Kubo_30","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"269","KUB-37-MGE-S108",5957,0.9593,"DNA1-KUB-37-MGE","KUB-37-MGE","CM006",16,"S108","barcode16","27F","1492R","MIN_16_2024-5-19",5.6,0.7,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","2.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-15,"37",07:30:00,"Kubo","SA",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Kubo_37","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"270","KUB-45-MGE-S242",5,0.9617,"DNA1-KUB-45-MGE","KUB-45-MGE","CM012",12,"S242","barcode12","27F","1492R","MIN_16_2025-2-21",0.798,5,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-06-17,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-23,"45",07:30:00,"Kubo","SA",1,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","Kubo_45","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"271","KUB-48-MGE-S124",8938,0.964,"DNA1-KUB-48-MGE","KUB-48-MGE","CM007",9,"S124","barcode09","27F","1492R","MIN_16_2024-5-21",2.06,2,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-04,"SA","90","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-26,"48",07:30:00,"Kubo","SA/GR",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Kubo_48","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"272","KUB-49-MGE-S245",7756,0.9697,"DNA1-KUB-49-MGE","KUB-49-MGE","CM012",15,"S245","barcode15","27F","1492R","MIN_16_2025-2-21",7.7,0.5,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-06-17,"SA","8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-27,"49",07:30:00,"Kubo","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Kubo_49","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"273","KUB-50-MGE-S41",5040,0.961,"DNA1-KUB-50-MGE","KUB-50-MGE","CM003",18,"S41","barcode18","27F","1492R","MIN_16_2024-3-6",7.4,0.5,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-25,"SA/SK","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-28,"50",07:30:00,"Kubo","SA/GR",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Kubo_50","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"274","KUB-52-MGE-S289",16634,0.9675,"DNA1-KUB-52-MGE","KUB-52-MGE","CM014",13,"S289","barcode13","27F","1492R","MIN_16_2025-4-2",4.44,0.9,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-05-21,"SA","26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-30,"52",07:30:00,"Kubo","SA",2,"Molecular Grade (96%) Ethanol",18,"","intervention_2","control","Kubo_52","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"275","KUB-53-MGE-S276",9537,0.9641,"DNA1-KUB-53-MGE","KUB-53-MGE","CM013",23,"S276","barcode23","27F","1492R","MIN_16_2025-4-1",5.4,0.7,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-09-09,"SA","6.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-05-01,"53",07:30:00,"Kubo","SA/GR",2,"Molecular Grade (96%) Ethanol",19,"","intervention_2","control","Kubo_53","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"276","KUB-58-DRS-L205",4,0.9061,"DNA1-KUB-58-DRS","KUB-58-DRS","CM001",37,"L205","barcode37","27F","1391R","MIN_16_2023-12-21",1.2,16.4,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-29,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-06,"58",07:30:00,"Kubo","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","Kubo_58","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"277","KUB-58-MGE-L206",4,0.8959,"DNA1-KUB-58-MGE","KUB-58-MGE","CM001",38,"L206","barcode38","27F","1391R","MIN_16_2023-12-21",3.05,6.4,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-29,"SA","4.85","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-06,"58",07:30:00,"Kubo","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Kubo_58","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"278","KUB-58-MGE-S11",4,0.9438,"DNA1-KUB-58-MGE","KUB-58-MGE","CM002",11,"S11","barcode11","27F","1492R","MIN_16_2024-2-12",6.5,0.6,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-08-29,"SA","4.85","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-06,"58",07:30:00,"Kubo","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Kubo_58","Group1","RoomB","B3","KUB","Male","Pair","Nebraska",2019-02-02,4.101369863,"","",""
"279","LAM-17-MGE-S156",9194,0.9719,"DNA1-LAM-17-MGE","LAM-17-MGE","CM008",18,"S156","barcode18","27F","1492R","MIN_16_2024-6-11",2.7,1.5,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-04-23,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-26,"17",08:00:00,"Lambchop","SA",3,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Lambchop_17","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"280","LAM-18-MGE-S26",7733,0.9725,"DNA1-LAM-18-MGE","LAM-18-MGE","CM003",3,"S26","barcode03","27F","1492R","MIN_16_2024-3-6",0.428,9,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-04,"SA/SK","4.46","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-27,"18",07:30:00,"Lambchop","SA/GR",3,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Lambchop_18","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"281","LAM-2-DRS-L218",16449,0.9276,"DNA1-LAM-2-DRS","LAM-2-DRS","CM001",45,"L218","barcode45","27F","1391R","MIN_16_2023-12-21",1.65,11.9,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-11,"2",07:30:00,"Lambchop","SA",2,"DNA/RNA Shield",1,"","baseline","run-in","Lambchop_2","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"282","LAM-2-DRS-S16",1,0.9919,"DNA1-LAM-2-DRS","LAM-2-DRS","CM002",16,"S16","barcode16","27F","1492R","MIN_16_2024-2-12",8,0.5,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-22,"SA/MB","6.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-11,"2",07:30:00,"Lambchop","SA",2,"DNA/RNA Shield",1,"","baseline","run-in","Lambchop_2","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"283","LAM-2-MGE-L219",1,0.8974,"DNA1-LAM-2-MGE","LAM-2-MGE","CM001",46,"L219","barcode46","27F","1391R","MIN_16_2023-12-21",1.21,16.2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","3.22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-11,"2",07:30:00,"Lambchop","SA",2,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Lambchop_2","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"284","LAM-2-MGE-S17",2,0.9522,"DNA1-LAM-2-MGE","LAM-2-MGE","CM002",17,"S17","barcode17","27F","1492R","MIN_16_2024-2-12",5.6,0.7,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-22,"SA/MB","3.22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-11,"2",07:30:00,"Lambchop","SA",2,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Lambchop_2","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"285","LAM-25-MGE-S191",4480,0.9736,"DNA1-LAM-25-MGE","LAM-25-MGE","CM010",7,"S191","barcode07","27F","1492R","MIN_16_2024-7-21",2.31,1.7,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-23,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-03,"25",07:30:00,"Lambchop","SA/GR",3,"Molecular Grade (96%) Ethanol",6,"","intervention_1","gum","Lambchop_25","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"286","LAM-37-MGE-S120",9858,0.9616,"DNA1-LAM-37-MGE","LAM-37-MGE","CM007",5,"S120","barcode05","27F","1492R","MIN_16_2024-5-21",0.926,4.3,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-04,"SA","88","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-15,"37",08:00:00,"Lambchop","SA",3,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Lambchop_37","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"287","LAM-42-MGE-S280",16282,0.9749,"DNA1-LAM-42-MGE","LAM-42-MGE","CM014",4,"S280","barcode04","27F","1492R","MIN_16_2025-4-2",3.83,1,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-03-08,"SA","Higher Than Standard","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-20,"42",08:00:00,"Lambchop","SA",3,"Molecular Grade (96%) Ethanol",13,"collected from bedding","washout_1","gum-washout","Lambchop_42","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"288","LAM-44-DRS-S77",15426,0.9594,"DNA1-LAM-44-DRS","LAM-44-DRS","CM005",8,"S77","barcode08","27F","1492R","MIN_16_2024-3-1",4.58,0.9,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-19,"SA","3.02","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-22,"44",08:00:00,"Lambchop","SA",3,"DNA/RNA Shield",14,"","intervention_2","control","Lambchop_44","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"289","LAM-46-MGE-S37",8319,0.9611,"DNA1-LAM-46-MGE","LAM-46-MGE","CM003",14,"S37","barcode14","27F","1492R","MIN_16_2024-3-6",5.5,0.7,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-18,"SA/SK","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-24,"46",08:00:00,"Lambchop","SA/GR",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","Lambchop_46","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"290","LAM-48-MGE-S61",16762,0.9578,"DNA1-LAM-48-MGE","LAM-48-MGE","CM004",15,"S61","barcode15","27F","1492R","MIN_16_2024-2-29",4.15,1,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-10,"SA","3.48","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-26,"48",08:00:00,"Lambchop","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Lambchop_48","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"291","LAM-50-MGE-S117",7569,0.962,"DNA1-LAM-50-MGE","LAM-50-MGE","CM007",2,"S117","barcode02","27F","1492R","MIN_16_2024-5-21",2.46,1.6,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-02-16,"SA","2.95","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-28,"50",08:00:00,"Lambchop","SA/GR",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Lambchop_50","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"292","LAM-51-MGE-S273",6851,0.9662,"DNA1-LAM-51-MGE","LAM-51-MGE","CM013",20,"S273","barcode20","27F","1492R","MIN_16_2025-4-1",1.87,2.1,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-09-09,"SA","1.52","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-29,"51",08:00:00,"Lambchop","SA",3,"Molecular Grade (96%) Ethanol",18,"collected from bedding","intervention_2","control","Lambchop_51","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"293","LAM-55-MGE-S149",7254,0.9722,"DNA1-LAM-55-MGE","LAM-55-MGE","CM008",11,"S149","barcode11","27F","1492R","MIN_16_2024-6-11",2.21,1.8,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-03,"55",08:00:00,"Lambchop","SA/GR",3,"Molecular Grade (96%) Ethanol",20,"","intervention_2","control","Lambchop_55","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"294","LAM-70-DRS-L143",2,0.9238,"DNA1-LAM-70-DRS","LAM-70-DRS","CM001",10,"L143","barcode10","27F","1391R","MIN_16_2023-12-21",11,1.8,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-03,"SA","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-05-18,"70",07:30:00,"Lambchop","SA",3,"DNA/RNA Shield",26,"","washout_2","control-washout","Lambchop_70","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"295","LAM-70-MGE-L144",5,0.9128,"DNA1-LAM-70-MGE","LAM-70-MGE","CM001",11,"L144","barcode11","27F","1391R","MIN_16_2023-12-21",9.6,2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-03,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-05-18,"70",07:30:00,"Lambchop","SA",3,"Molecular Grade (95%) Ethanol",26,"","washout_2","control-washout","Lambchop_70","Group1","RoomF","F1","LAM","Female","Family","Texas",2017-05-13,5.82739726,"Estrumate","",""
"296","MAR-22-MGE-S213",5748,0.9602,"DNA1-MAR-22-MGE","MAR-22-MGE","CM011",6,"S213","barcode06","27F","1492R","MIN_16_2025-1-23",2.72,1.5,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-07,"SA","9.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-31,"22",07:30:00,"Marshmallow","SA/GR",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Marshmallow_22","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"297","MAR-24-DRS-S91",15489,0.9591,"DNA1-MAR-24-DRS","MAR-24-DRS","CM005",22,"S91","barcode22","27F","1492R","MIN_16_2024-3-1",5.2,0.8,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","4.89","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-02,"24",07:30:00,"Marshmallow","SA",2,"DNA/RNA Shield",5,"","intervention_1","control","Marshmallow_24","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"298","MAR-36-MGE-S28",1216,0.9494,"DNA1-MAR-36-MGE","MAR-36-MGE","CM003",5,"S28","barcode05","27F","1492R","MIN_16_2024-3-6",0.13,9,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-04,"SA/SK","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-14,"36",08:00:00,"Marshmallow","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Marshmallow_36","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"299","MAR-37-MGE-L224",6,0.9352,"DNA1-MAR-37-MGE","MAR-37-MGE","CM001",51,"L224","barcode51","27F","1391R","MIN_16_2023-12-21",1.94,10.1,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-15,"37",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Marshmallow_37","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"300","MAR-37-MGE-S22",5,0.9404,"DNA1-MAR-37-MGE","MAR-37-MGE","CM002",22,"S22","barcode22","27F","1492R","MIN_16_2024-2-12",7.1,0.6,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-22,"SA/MB","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-15,"37",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Marshmallow_37","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"301","MAR-41-MGE-L202",17623,0.9227,"DNA1-MAR-41-MGE","MAR-41-MGE","CM001",34,"L202","barcode34","27F","1391R","MIN_16_2023-12-21",4.21,4.7,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-29,"SA","6.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-19,"41",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Marshmallow_41","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"302","MAR-44-MGE-S78",13254,0.9499,"DNA1-MAR-44-MGE","MAR-44-MGE","CM005",9,"S78","barcode09","27F","1492R","MIN_16_2024-3-1",1.54,2.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-19,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-22,"44",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Marshmallow_44","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"303","MAR-45-MGE-S284",18074,0.9666,"DNA1-MAR-45-MGE","MAR-45-MGE","CM014",8,"S284","barcode08","27F","1492R","MIN_16_2025-4-2",5.6,0.7,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-04-30,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-23,"45",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","gum","Marshmallow_45","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"304","MAR-46-MGE-S222",5180,0.9683,"DNA1-MAR-46-MGE","MAR-46-MGE","CM011",15,"S222","barcode15","27F","1492R","MIN_16_2025-1-23",3.27,1.2,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","6.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-24,"46",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_46","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
