Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Known_Repro	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes	Extract_ID	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Sequence_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Pipeline	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By
PAD-11-DRS	2023-03-20	11	08:00:00	Padme	SA	1	DNA/RNA Shield	3		run-in	baseline	Padme_11		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-11-DRS	DNA	2023-12-12	SA	53	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-11-DRS	2023-03-20	11	08:00:00	Padme	SA	1	DNA/RNA Shield	3		run-in	baseline	Padme_11		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	RNA1-PAD-11-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-11-MGE	2023-03-20	11	08:00:00	Padme	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Padme_11		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-11-MGE	DNA	2023-12-12	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		PAD-11-MGE-S73	CM005	4	S73	barcode04	27F	1492R	MIN_16_2024-3-1	5.1	0.8	16S_UNO-CM-005	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA
PAD-11-MGE	2023-03-20	11	08:00:00	Padme	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Padme_11		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	RNA1-PAD-11-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-15-DRS	2023-03-24	15	08:00:00	Padme	SA	3	DNA/RNA Shield	3	blood in stool	intervention_1	control	Padme_15		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-15-DRS	DNA	2023-07-21	SA	77	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-15-DRS	2023-03-24	15	08:00:00	Padme	SA	3	DNA/RNA Shield	3	blood in stool	intervention_1	control	Padme_15		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	RNA1-PAD-15-DRS	RNA	2023-07-20	SA	>104	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-15-MGE	2023-03-24	15	08:00:00	Padme	SA	3	Molecular Grade (96%) Ethanol	3	blood in stool	intervention_1	control	Padme_15		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-15-MGE	DNA	2023-07-21	SA	78	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-15-MGE	2023-03-24	15	08:00:00	Padme	SA	3	Molecular Grade (96%) Ethanol	3	blood in stool	intervention_1	control	Padme_15		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	RNA1-PAD-15-MGE	RNA	2023-07-20	SA	>104	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-17-DRS	2023-03-26	17	08:00:00	Padme	SA	5	DNA/RNA Shield	4		intervention_1	control	Padme_17		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-17-MGE	2023-03-26	17	08:00:00	Padme	SA	5	Molecular Grade (96%) Ethanol	4		intervention_1	control	Padme_17		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-17-MGE	DNA	2024-03-21	SA	37	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		PAD-17-MGE-S282	CM014	6	S282	barcode06	27F	1492R	MIN_16_2025-4-2	0.87	4.6	16S_UNO-CM-014	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AWG208	2025-04-02	SA
PAD-20-DRS	2023-03-29	20	08:00:00	Padme	SA	4	DNA/RNA Shield	4	euthanized (renal failure)	intervention_1	control	Padme_20		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-20-DRS	DNA	2023-06-15	SA	84	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAD-20-MGE	2023-03-29	20	08:00:00	Padme	SA	4	Molecular Grade (96%) Ethanol	4	euthanized (renal failure)	intervention_1	control	Padme_20		Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)	DNA1-PAD-20-MGE	DNA	2023-06-15	SA	27	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-1-DRS	2023-03-10	1	08:00:00	Wolverine	SA	1	DNA/RNA Shield	1		run-in	baseline	Wolverine_1		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-1-DRS	DNA	2023-06-20	SA	0.859	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-1-MGE	2023-03-10	1	08:00:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Wolverine_1		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-1-MGE	DNA	2023-06-20	SA	2.22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		WOL-1-MGE-S163	CM009	2	S163	barcode02	27F	1492R	MIN_16_2024-7-19	1.84	2.2	16S_UNO-CM-009	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA
WOL-2-DRS	2023-03-11	2	08:00:00	Wolverine	SA	1	DNA/RNA Shield	1		run-in	baseline	Wolverine_2		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-2-DRS	DNA	2023-08-18	SA	8.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-2-DRS	2023-03-11	2	08:00:00	Wolverine	SA	1	DNA/RNA Shield	1		run-in	baseline	Wolverine_2		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-2-DRS	RNA	2023-09-15	SA/SK	>102	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-2-MGE	2023-03-11	2	08:00:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Wolverine_2		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-2-MGE	DNA	2023-08-18	SA	2.18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-2-MGE	2023-03-11	2	08:00:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Wolverine_2		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-2-MGE	RNA	2023-09-15	SA/SK	20	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-3-DRS	2023-03-12	3	08:00:00	Wolverine	SA	1	DNA/RNA Shield	1		run-in	baseline	Wolverine_3		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-3-MGE	2023-03-12	3	08:00:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Wolverine_3		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-4-DRS	2023-03-13	4	08:00:00	Wolverine	SA	1	DNA/RNA Shield	1		run-in	baseline	Wolverine_4		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-4-MGE	2023-03-13	4	08:00:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Wolverine_4		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-6-DRS	2023-03-15	6	08:00:00	Wolverine	SA	3	DNA/RNA Shield	2		run-in	baseline	Wolverine_6		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-6-MGE	2023-03-15	6	08:00:00	Wolverine	SA	3	Molecular Grade (96%) Ethanol	2		run-in	baseline	Wolverine_6		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-9-DRS	2023-03-18	9	07:30:00	Wolverine	SA	1	DNA/RNA Shield	2		run-in	baseline	Wolverine_9		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-9-MGE	2023-03-18	9	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	2		run-in	baseline	Wolverine_9		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-11-DRS	2023-03-20	11	07:30:00	Wolverine	SA	1	DNA/RNA Shield	3		run-in	baseline	Wolverine_11		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-11-MGE	2023-03-20	11	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Wolverine_11		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-14-DRS	2023-03-23	14	07:30:00	Wolverine	SA/GR	2	DNA/RNA Shield	3		run-in	baseline	Wolverine_14		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-14-DRS	DNA	2024-02-07	SA	Higher Than Standard	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-14-DRS	2023-03-23	14	07:30:00	Wolverine	SA/GR	2	DNA/RNA Shield	3		run-in	baseline	Wolverine_14		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-14-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-14-MGE	2023-03-23	14	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Wolverine_14		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-14-MGE	DNA	2024-02-07	SA	40	Quick-DNA Fecal/Soil Microbe	DNA Extracts 9		WOL-14-MGE-S107	CM006	15	S107	barcode15	27F	1492R	MIN_16_2024-5-19	1.98	2	16S_UNO-CM-006	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM904	2024-05-19	SA
WOL-14-MGE	2023-03-23	14	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Wolverine_14		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-14-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-15-MGE	2023-03-24	15	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_15		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-15-MGE	DNA	2023-07-06	SA	2.06	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-15-MGE	2023-03-24	15	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_15		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA2-WOL-15-MGE	DNA	2023-07-10	SA	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-15-MGE	2023-03-24	15	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_15		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-15-MGE	RNA	2023-07-10	SA	14	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-16-DRS	2023-03-25	16	07:30:00	Wolverine	SA	1	DNA/RNA Shield	3		intervention_1	gum	Wolverine_16		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-16-DRS	DNA	2023-08-29	SA/GC	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-16-DRS	2023-03-25	16	07:30:00	Wolverine	SA	1	DNA/RNA Shield	3		intervention_1	gum	Wolverine_16		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-16-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-16-MGE	2023-03-25	16	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_16		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-16-MGE	DNA	2023-08-29	SA/GC	1.78	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-16-MGE	2023-03-25	16	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Wolverine_16		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		RNA1-WOL-16-MGE	RNA	2023-09-15	SA/SK	19	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-17-DRS	2023-03-26	17	07:30:00	Wolverine	SA	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_17		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-17-MGE	2023-03-26	17	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_17		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-17-MGE	DNA	2024-05-07	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		WOL-17-MGE-S193	CM010	9	S193	barcode09	27F	1492R	MIN_16_2024-7-21	5.5	0.7	16S_UNO-CM-010	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA
WOL-18-DRS	2023-03-27	18	08:00:00	Wolverine	SA/GR	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_18		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-18-MGE	2023-03-27	18	08:00:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_18		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-18-MGE	DNA	2024-04-23	SA	7.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		WOL-18-MGE-S158	CM008	20	S158	barcode20	27F	1492R	MIN_16_2024-6-11	1.71	2.3	16S_UNO-CM-008	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA
WOL-19-DRS	2023-03-28	19	08:00:00	Wolverine	SA	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_19		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-19-MGE	2023-03-28	19	08:00:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_19		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-19-MGE	DNA	2024-08-07	SA	4.31	Quick-DNA Fecal/Soil Microbe	DNA Extracts 11		WOL-19-MGE-S251	CM012	21	S251	barcode21	27F	1492R	MIN_16_2025-2-21	4.14	1	16S_UNO-CM-012	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AWI952	2025-02-21	SA
WOL-20-DRS	2023-03-29	20	07:30:00	Wolverine	SA	2	DNA/RNA Shield	4		intervention_1	gum	Wolverine_20		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-20-MGE	2023-03-29	20	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_20		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-20-MGE	DNA	2024-03-21	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-21-DRS	2023-03-30	21	08:00:00	Wolverine	SA	3	DNA/RNA Shield	5		intervention_1	gum	Wolverine_21		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-21-MGE	2023-03-30	21	08:00:00	Wolverine	SA	3	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Wolverine_21		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-22-DRS	2023-03-31	22	08:00:00	Wolverine	SA/GR	2	DNA/RNA Shield	5		intervention_1	gum	Wolverine_22		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-22-MGE	2023-03-31	22	08:00:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Wolverine_22		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-23-DRS	2023-04-01	23	08:00:00	Wolverine	SA	2	DNA/RNA Shield	5		intervention_1	gum	Wolverine_23		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-23-MGE	2023-04-01	23	08:00:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Wolverine_23		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-24-DRS	2023-04-02	24	08:00:00	Wolverine	SA	2	DNA/RNA Shield	5		intervention_1	gum	Wolverine_24		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-24-MGE	2023-04-02	24	08:00:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Wolverine_24		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		DNA1-WOL-24-MGE	DNA	2024-05-28	SA/TSP	4.02	Quick-DNA Fecal/Soil Microbe	DNA Extracts 11		WOL-24-MGE-S239	CM012	9	S239	barcode09	27F	1492R	MIN_16_2025-2-21	7.3	0.6	16S_UNO-CM-012	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AWI952	2025-02-21	SA
WOL-25-DRS	2023-04-03	25	08:00:00	Wolverine	SA/GR	1	DNA/RNA Shield	6		intervention_1	gum	Wolverine_25		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WOL-25-MGE	2023-04-03	25	08:00:00	Wolverine	SA/GR	1	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Wolverine_25		Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
