Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day
KOR-57-MGE	2023-05-05	57	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Korra_57
WOL-57-DRS	2023-05-05	57	07:30:00	Wolverine	SA	2	DNA/RNA Shield	21		washout_2	control-washout	Wolverine_57
WOL-57-MGE	2023-05-05	57	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Wolverine_57
IRI-57-DRS	2023-05-05	57	07:30:00	Iris	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Iris_57
IRI-57-MGE	2023-05-05	57	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Iris_57
GOO-57-DRS	2023-05-05	57	08:00:00	Goose	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Goose_57
GOO-57-MGE	2023-05-05	57	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Goose_57
LAM-57-DRS	2023-05-05	57	08:00:00	Lambchop	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Lambchop_57
LAM-57-MGE	2023-05-05	57	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Lambchop_57
FRA-57-DRS	2023-05-05	57	08:00:00	Franc	SA	2	DNA/RNA Shield	21		washout_2	gum-washout	Franc_57
FRA-57-MGE	2023-05-05	57	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Franc_57
IVY-57-DRS	2023-05-05	57	08:00:00	Ivy	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Ivy_57
IVY-57-MGE	2023-05-05	57	08:00:00	Ivy	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Ivy_57
CHA-57-DRS	2023-05-05	57	08:00:00	Charles	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Charles_57
CHA-57-MGE	2023-05-05	57	08:00:00	Charles	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Charles_57
GRO-57-DRS	2023-05-05	57	08:00:00	Grogu	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Grogu_57
GRO-57-MGE	2023-05-05	57	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Grogu_57
MAR-57-DRS	2023-05-05	57	08:00:00	Marshmallow	SA	2	DNA/RNA Shield	21		washout_2	gum-washout	Marshmallow_57
MAR-57-MGE	2023-05-05	57	08:00:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Marshmallow_57
BUD-57-DRS	2023-05-05	57	08:00:00	Buddy	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Buddy_57
BUD-57-MGE	2023-05-05	57	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Buddy_57
JOA-57-DRS	2023-05-05	57	08:00:00	Joans	SA	2	DNA/RNA Shield	21		washout_2	gum-washout	Joans_57
JOA-57-MGE	2023-05-05	57	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Joans_57
HEN-57-DRS	2023-05-05	57	08:00:00	Henry	SA	6	DNA/RNA Shield	21		washout_2	gum-washout	Henry_57
HEN-57-MGE	2023-05-05	57	08:00:00	Henry	SA	6	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Henry_57
GIN-57-DRS	2023-05-05	57	08:00:00	Ginger	SA	2	DNA/RNA Shield	21		washout_2	gum-washout	Ginger_57
GIN-57-MGE	2023-05-05	57	08:00:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Ginger_57
HAM-58-DRS	2023-05-06	58	07:30:00	Hamlet	SA	2	DNA/RNA Shield	21		washout_2	control-washout	Hamlet_58
HAM-58-MGE	2023-05-06	58	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Hamlet_58
HER-58-DRS	2023-05-06	58	07:30:00	Hera	SA	2	DNA/RNA Shield	21		washout_2	control-washout	Hera_58
HER-58-MGE	2023-05-06	58	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Hera_58
JAR-58-DRS	2023-05-06	58	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	21		washout_2	control-washout	JarJarBinks_58
JAR-58-MGE	2023-05-06	58	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	JarJarBinks_58
OPH-58-DRS	2023-05-06	58	07:30:00	Ophelia	SA	2	DNA/RNA Shield	21		washout_2	control-washout	Ophelia_58
OPH-58-MGE	2023-05-06	58	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Ophelia_58
KUB-58-DRS	2023-05-06	58	07:30:00	Kubo	SA	2	DNA/RNA Shield	21		washout_2	control-washout	Kubo_58
KUB-58-MGE	2023-05-06	58	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Kubo_58
KOR-58-DRS	2023-05-06	58	07:30:00	Korra	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Korra_58
KOR-58-MGE	2023-05-06	58	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Korra_58
WOL-58-DRS	2023-05-06	58	07:30:00	Wolverine	SA	2	DNA/RNA Shield	21		washout_2	control-washout	Wolverine_58
WOL-58-MGE	2023-05-06	58	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Wolverine_58
IRI-58-DRS	2023-05-06	58	07:30:00	Iris	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Iris_58
IRI-58-MGE	2023-05-06	58	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Iris_58
GOO-58-DRS	2023-05-06	58	08:00:00	Goose	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Goose_58
GOO-58-MGE	2023-05-06	58	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Goose_58
LAM-58-DRS	2023-05-06	58	08:00:00	Lambchop	SA	3	DNA/RNA Shield	21		washout_2	control-washout	Lambchop_58
LAM-58-MGE	2023-05-06	58	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Lambchop_58
FRA-58-DRS	2023-05-06	58	08:00:00	Franc	SA	2	DNA/RNA Shield	21		washout_2	gum-washout	Franc_58
FRA-58-MGE	2023-05-06	58	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Franc_58
IVY-58-DRS	2023-05-06	58	08:00:00	Ivy	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Ivy_58
IVY-58-MGE	2023-05-06	58	08:00:00	Ivy	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Ivy_58
CHA-58-DRS	2023-05-06	58	08:00:00	Charles	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Charles_58
CHA-58-MGE	2023-05-06	58	08:00:00	Charles	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Charles_58
GRO-58-DRS	2023-05-06	58	08:00:00	Grogu	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Grogu_58
GRO-58-MGE	2023-05-06	58	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Grogu_58
MAR-58-DRS	2023-05-06	58	08:00:00	Marshmallow	SA	2	DNA/RNA Shield	21		washout_2	gum-washout	Marshmallow_58
MAR-58-MGE	2023-05-06	58	08:00:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Marshmallow_58
BUD-58-DRS	2023-05-06	58	08:00:00	Buddy	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Buddy_58
BUD-58-MGE	2023-05-06	58	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Buddy_58
JOA-58-DRS	2023-05-06	58	08:00:00	Joans	SA	3	DNA/RNA Shield	21		washout_2	gum-washout	Joans_58
JOA-58-MGE	2023-05-06	58	08:00:00	Joans	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Joans_58
HEN-58-DRS	2023-05-06	58	08:00:00	Henry	SA	4	DNA/RNA Shield	21		washout_2	gum-washout	Henry_58
HEN-58-MGE	2023-05-06	58	08:00:00	Henry	SA	4	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Henry_58
GIN-58-DRS	2023-05-06	58	08:00:00	Ginger	SA	3	DNA/RNA Shield	22		washout_2	gum-washout	Ginger_58
GIN-58-MGE	2023-05-06	58	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Ginger_58
HAM-59-DRS	2023-05-07	59	07:30:00	Hamlet	SA	2	DNA/RNA Shield	22		washout_2	control-washout	Hamlet_59
HAM-59-MGE	2023-05-07	59	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Hamlet_59
HER-59-DRS	2023-05-07	59	07:30:00	Hera	SA	2	DNA/RNA Shield	22		washout_2	control-washout	Hera_59
HER-59-MGE	2023-05-07	59	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Hera_59
JAR-59-DRS	2023-05-07	59	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	22		washout_2	control-washout	JarJarBinks_59
JAR-59-MGE	2023-05-07	59	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	JarJarBinks_59
OPH-59-DRS	2023-05-07	59	07:30:00	Ophelia	SA	3	DNA/RNA Shield	22		washout_2	control-washout	Ophelia_59
OPH-59-MGE	2023-05-07	59	07:30:00	Ophelia	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Ophelia_59
KUB-59-DRS	2023-05-07	59	07:30:00	Kubo	SA	2	DNA/RNA Shield	22		washout_2	control-washout	Kubo_59
KUB-59-MGE	2023-05-07	59	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Kubo_59
KOR-59-DRS	2023-05-07	59	07:30:00	Korra	SA	3	DNA/RNA Shield	22		washout_2	control-washout	Korra_59
KOR-59-MGE	2023-05-07	59	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Korra_59
WOL-59-DRS	2023-05-07	59	07:30:00	Wolverine	SA	2	DNA/RNA Shield	22		washout_2	control-washout	Wolverine_59
WOL-59-MGE	2023-05-07	59	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Wolverine_59
IRI-59-DRS	2023-05-07	59	07:30:00	Iris	SA	3	DNA/RNA Shield	22		washout_2	control-washout	Iris_59
IRI-59-MGE	2023-05-07	59	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Iris_59
GOO-59-DRS	2023-05-07	59	08:00:00	Goose	SA	2	DNA/RNA Shield	22		washout_2	control-washout	Goose_59
GOO-59-MGE	2023-05-07	59	08:00:00	Goose	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Goose_59
LAM-59-DRS	2023-05-07	59	08:00:00	Lambchop	SA	3	DNA/RNA Shield	22		washout_2	control-washout	Lambchop_59
LAM-59-MGE	2023-05-07	59	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Lambchop_59
FRA-59-DRS	2023-05-07	59	08:00:00	Franc	SA	3	DNA/RNA Shield	22		washout_2	gum-washout	Franc_59
FRA-59-MGE	2023-05-07	59	08:00:00	Franc	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Franc_59
IVY-59-DRS	2023-05-07	59	08:00:00	Ivy	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Ivy_59
IVY-59-MGE	2023-05-07	59	08:00:00	Ivy	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Ivy_59
CHA-59-DRS	2023-05-07	59	08:00:00	Charles	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Charles_59
CHA-59-MGE	2023-05-07	59	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Charles_59
GRO-59-DRS	2023-05-07	59	08:00:00	Grogu	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Grogu_59
GRO-59-MGE	2023-05-07	59	08:00:00	Grogu	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Grogu_59
MAR-59-DRS	2023-05-07	59	08:00:00	Marshmallow	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Marshmallow_59
MAR-59-MGE	2023-05-07	59	08:00:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Marshmallow_59
BUD-59-DRS	2023-05-07	59	08:00:00	Buddy	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Buddy_59
BUD-59-MGE	2023-05-07	59	08:00:00	Buddy	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Buddy_59
JOA-59-DRS	2023-05-07	59	08:00:00	Joans	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Joans_59
JOA-59-MGE	2023-05-07	59	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Joans_59
HEN-59-DRS	2023-05-07	59	08:00:00	Henry	SA	2	DNA/RNA Shield	22		washout_2	gum-washout	Henry_59
HEN-59-MGE	2023-05-07	59	08:00:00	Henry	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Henry_59
GIN-59-DRS	2023-05-07	59	08:00:00	Ginger	SA	3	DNA/RNA Shield	22		washout_2	gum-washout	Ginger_59
GIN-59-MGE	2023-05-07	59	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Ginger_59
HAM-60-DRS	2023-05-08	60	07:30:00	Hamlet	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	Hamlet_60
HAM-60-MGE	2023-05-08	60	07:30:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Hamlet_60
HER-60-DRS	2023-05-08	60	07:30:00	Hera	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	Hera_60
HER-60-MGE	2023-05-08	60	07:30:00	Hera	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Hera_60
JAR-60-DRS	2023-05-08	60	07:30:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	JarJarBinks_60
JAR-60-MGE	2023-05-08	60	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	JarJarBinks_60
OPH-60-DRS	2023-05-08	60	07:30:00	Ophelia	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	Ophelia_60
OPH-60-MGE	2023-05-08	60	07:30:00	Ophelia	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Ophelia_60
KUB-60-DRS	2023-05-08	60	07:30:00	Kubo	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	Kubo_60
KUB-60-MGE	2023-05-08	60	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Kubo_60
KOR-60-DRS	2023-05-08	60	07:30:00	Korra	SA/GR	3	DNA/RNA Shield	22		washout_2	control-washout	Korra_60
KOR-60-MGE	2023-05-08	60	07:30:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Korra_60
WOL-60-DRS	2023-05-08	60	07:30:00	Wolverine	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	Wolverine_60
WOL-60-MGE	2023-05-08	60	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Wolverine_60
IRI-60-DRS	2023-05-08	60	07:30:00	Iris	SA/GR	3	DNA/RNA Shield	22		washout_2	control-washout	Iris_60
IRI-60-MGE	2023-05-08	60	07:30:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Iris_60
GOO-60-DRS	2023-05-08	60	08:00:00	Goose	SA/GR	2	DNA/RNA Shield	22		washout_2	control-washout	Goose_60
GOO-60-MGE	2023-05-08	60	08:00:00	Goose	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Goose_60
LAM-60-DRS	2023-05-08	60	08:00:00	Lambchop	SA/GR	3	DNA/RNA Shield	22		washout_2	control-washout	Lambchop_60
LAM-60-MGE	2023-05-08	60	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Lambchop_60
FRA-60-DRS	2023-05-08	60	08:00:00	Franc	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Franc_60
FRA-60-MGE	2023-05-08	60	08:00:00	Franc	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Franc_60
IVY-60-DRS	2023-05-08	60	08:00:00	Ivy	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Ivy_60
IVY-60-MGE	2023-05-08	60	08:00:00	Ivy	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Ivy_60
CHA-60-DRS	2023-05-08	60	08:00:00	Charles	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Charles_60
CHA-60-MGE	2023-05-08	60	08:00:00	Charles	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Charles_60
GRO-60-DRS	2023-05-08	60	08:00:00	Grogu	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Grogu_60
GRO-60-MGE	2023-05-08	60	08:00:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Grogu_60
MAR-60-DRS	2023-05-08	60	08:00:00	Marshmallow	SA/GR	3	DNA/RNA Shield	22		washout_2	gum-washout	Marshmallow_60
MAR-60-MGE	2023-05-08	60	08:00:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Marshmallow_60
BUD-60-DRS	2023-05-08	60	08:00:00	Buddy	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Buddy_60
BUD-60-MGE	2023-05-08	60	08:00:00	Buddy	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Buddy_60
JOA-60-DRS	2023-05-08	60	08:00:00	Joans	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Joans_60
JOA-60-MGE	2023-05-08	60	08:00:00	Joans	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Joans_60
HEN-60-DRS	2023-05-08	60	08:00:00	Henry	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Henry_60
HEN-60-MGE	2023-05-08	60	08:00:00	Henry	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Henry_60
GIN-60-DRS	2023-05-08	60	08:00:00	Ginger	SA/GR	2	DNA/RNA Shield	22		washout_2	gum-washout	Ginger_60
GIN-60-MGE	2023-05-08	60	08:00:00	Ginger	SA/GR	2	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Ginger_60
HAM-61-DRS	2023-05-09	61	07:30:00	Hamlet	SA	2	DNA/RNA Shield	22		washout_2	control-washout	Hamlet_61
HAM-61-MGE	2023-05-09	61	07:30:00	Hamlet	SA	2	Molecular Grade (95%) Ethanol	22		washout_2	control-washout	Hamlet_61
HER-61-DRS	2023-05-09	61	07:30:00	Hera	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Hera_61
HER-61-MGE	2023-05-09	61	07:30:00	Hera	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Hera_61
JAR-61-DRS	2023-05-09	61	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	23		washout_2	control-washout	JarJarBinks_61
JAR-61-MGE	2023-05-09	61	07:30:00	JarJarBinks	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	JarJarBinks_61
OPH-61-DRS	2023-05-09	61	07:30:00	Ophelia	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Ophelia_61
OPH-61-MGE	2023-05-09	61	07:30:00	Ophelia	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Ophelia_61
KUB-61-DRS	2023-05-09	61	07:30:00	Kubo	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Kubo_61
KUB-61-MGE	2023-05-09	61	07:30:00	Kubo	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Kubo_61
KOR-61-DRS	2023-05-09	61	07:30:00	Korra	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Korra_61
KOR-61-MGE	2023-05-09	61	07:30:00	Korra	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Korra_61
WOL-61-DRS	2023-05-09	61	07:30:00	Wolverine	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Wolverine_61
WOL-61-MGE	2023-05-09	61	07:30:00	Wolverine	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Wolverine_61
IRI-61-DRS	2023-05-09	61	07:30:00	Iris	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Iris_61
IRI-61-MGE	2023-05-09	61	07:30:00	Iris	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Iris_61
GOO-61-DRS	2023-05-09	61	08:00:00	Goose	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Goose_61
GOO-61-MGE	2023-05-09	61	08:00:00	Goose	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Goose_61
LAM-61-DRS	2023-05-09	61	08:00:00	Lambchop	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Lambchop_61
LAM-61-MGE	2023-05-09	61	08:00:00	Lambchop	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Lambchop_61
FRA-61-DRS	2023-05-09	61	08:00:00	Franc	SA	2	DNA/RNA Shield	23		washout_2	gum-washout	Franc_61
FRA-61-MGE	2023-05-09	61	08:00:00	Franc	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Franc_61
IVY-61-DRS	2023-05-09	61	08:00:00	Ivy	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Ivy_61
IVY-61-MGE	2023-05-09	61	08:00:00	Ivy	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Ivy_61
CHA-61-DRS	2023-05-09	61	08:00:00	Charles	SA	2	DNA/RNA Shield	23		washout_2	gum-washout	Charles_61
CHA-61-MGE	2023-05-09	61	08:00:00	Charles	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Charles_61
GRO-61-DRS	2023-05-09	61	08:00:00	Grogu	SA	4	DNA/RNA Shield	23		washout_2	gum-washout	Grogu_61
GRO-61-MGE	2023-05-09	61	08:00:00	Grogu	SA	4	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Grogu_61
MAR-61-DRS	2023-05-09	61	08:00:00	Marshmallow	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Marshmallow_61
MAR-61-MGE	2023-05-09	61	08:00:00	Marshmallow	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Marshmallow_61
BUD-61-DRS	2023-05-09	61	08:00:00	Buddy	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Buddy_61
BUD-61-MGE	2023-05-09	61	08:00:00	Buddy	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Buddy_61
JOA-61-DRS	2023-05-09	61	08:00:00	Joans	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Joans_61
JOA-61-MGE	2023-05-09	61	08:00:00	Joans	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Joans_61
HEN-61-DRS	2023-05-09	61	08:00:00	Henry	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Henry_61
HEN-61-MGE	2023-05-09	61	08:00:00	Henry	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Henry_61
GIN-61-DRS	2023-05-09	61	08:00:00	Ginger	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Ginger_61
GIN-61-MGE	2023-05-09	61	08:00:00	Ginger	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Ginger_61
HAM-62-DRS	2023-05-10	62	07:30:00	Hamlet	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Hamlet_62
HAM-62-MGE	2023-05-10	62	07:30:00	Hamlet	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Hamlet_62
HER-62-DRS	2023-05-10	62	07:30:00	Hera	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Hera_62
HER-62-MGE	2023-05-10	62	07:30:00	Hera	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Hera_62
JAR-62-DRS	2023-05-10	62	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	23		washout_2	control-washout	JarJarBinks_62
JAR-62-MGE	2023-05-10	62	07:30:00	JarJarBinks	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	JarJarBinks_62
OPH-62-DRS	2023-05-10	62	07:30:00	Ophelia	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Ophelia_62
OPH-62-MGE	2023-05-10	62	07:30:00	Ophelia	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Ophelia_62
KUB-62-DRS	2023-05-10	62	07:30:00	Kubo	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Kubo_62
KUB-62-MGE	2023-05-10	62	07:30:00	Kubo	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Kubo_62
KOR-62-DRS	2023-05-10	62	07:30:00	Korra	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Korra_62
KOR-62-MGE	2023-05-10	62	07:30:00	Korra	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Korra_62
WOL-62-DRS	2023-05-10	62	07:30:00	Wolverine	SA	2	DNA/RNA Shield	23		washout_2	control-washout	Wolverine_62
WOL-62-MGE	2023-05-10	62	07:30:00	Wolverine	SA	2	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Wolverine_62
IRI-62-DRS	2023-05-10	62	07:30:00	Iris	SA	2	DNA/RNA Shield	23	difficulty producing sample	washout_2	control-washout	Iris_62
IRI-62-MGE	2023-05-10	62	07:30:00	Iris	SA	2	Molecular Grade (95%) Ethanol	23	difficulty producing sample	washout_2	control-washout	Iris_62
GOO-62-DRS	2023-05-10	62	08:00:00	Goose	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Goose_62
GOO-62-MGE	2023-05-10	62	08:00:00	Goose	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Goose_62
LAM-62-DRS	2023-05-10	62	08:00:00	Lambchop	SA	3	DNA/RNA Shield	23		washout_2	control-washout	Lambchop_62
LAM-62-MGE	2023-05-10	62	08:00:00	Lambchop	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	control-washout	Lambchop_62
FRA-62-DRS	2023-05-10	62	08:00:00	Franc	SA	3	DNA/RNA Shield	23		washout_2	gum-washout	Franc_62
FRA-62-MGE	2023-05-10	62	08:00:00	Franc	SA	3	Molecular Grade (95%) Ethanol	23		washout_2	gum-washout	Franc_62
