"","Sample_ID","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Known_Repro","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes","Extract_ID","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Sequence_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Pipeline","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By"
"2114","MAR-38-MGE",2023-04-16,"38",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Marshmallow_38","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","MAR-39-MGE",2023-04-17,"39",07:30:00,"Marshmallow","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Marshmallow_39","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","MAR-41-DRS",2023-04-19,"41",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",13,"","washout_1","control-washout","Marshmallow_41","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-41-DRS","DNA",2023-08-29,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117","MAR-41-DRS",2023-04-19,"41",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",13,"","washout_1","control-washout","Marshmallow_41","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-41-DRS","RNA",2023-09-15,"SA/SK","33","Quick-DNA/RNA MagBead","RNA Extracts 3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118","MAR-41-MGE",2023-04-19,"41",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Marshmallow_41","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-41-MGE","DNA",2023-08-29,"SA","6.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","","MAR-41-MGE-L202","CM001",34,"L202","barcode34","27F","1391R","MIN_16_2023-12-21",4.21,4.7,"LSK_UNO-CM-001","16S_LSK","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA"
"2119","MAR-41-MGE",2023-04-19,"41",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Marshmallow_41","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-41-MGE","DNA",2023-08-29,"SA","6.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","","MAR-41-MGE-S9","CM002",9,"S9","barcode09","27F","1492R","MIN_16_2024-2-12",7.9,0.5,"16S_UNO-CM-002","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA"
"2120","MAR-41-MGE",2023-04-19,"41",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",13,"","washout_1","control-washout","Marshmallow_41","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-41-MGE","RNA",2023-09-15,"SA/SK","11","Quick-DNA/RNA MagBead","RNA Extracts 3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121","MAR-42-DRS",2023-04-20,"42",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",13,"collected from bedding","washout_1","control-washout","Marshmallow_42","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122","MAR-42-MGE",2023-04-20,"42",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",13,"collected from bedding","washout_1","control-washout","Marshmallow_42","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123","MAR-43-DRS",2023-04-21,"43",07:30:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",14,"","intervention_2","gum","Marshmallow_43","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-43-DRS","DNA",2023-07-18,"SA","66","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124","MAR-43-DRS",2023-04-21,"43",07:30:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",14,"","intervention_2","gum","Marshmallow_43","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-43-DRS","RNA",2023-07-20,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125","MAR-43-MGE",2023-04-21,"43",07:30:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Marshmallow_43","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-43-MGE","DNA",2023-07-18,"SA","0.488","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126","MAR-43-MGE",2023-04-21,"43",07:30:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Marshmallow_43","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-43-MGE","RNA",2023-07-20,"SA","0.562","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127","MAR-44-DRS",2023-04-22,"44",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",14,"","intervention_2","gum","Marshmallow_44","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-44-DRS","DNA",2023-12-19,"SA","25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128","MAR-44-DRS",2023-04-22,"44",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",14,"","intervention_2","gum","Marshmallow_44","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-44-DRS","RNA",2024-01-05,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129","MAR-44-MGE",2023-04-22,"44",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Marshmallow_44","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-44-MGE","DNA",2023-12-19,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","MAR-44-MGE-S78","CM005",9,"S78","barcode09","27F","1492R","MIN_16_2024-3-1",1.54,2.6,"16S_UNO-CM-005","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA"
"2130","MAR-44-MGE",2023-04-22,"44",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Marshmallow_44","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-44-MGE","RNA",2024-01-05,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131","MAR-45-DRS",2023-04-23,"45",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",15,"","intervention_2","gum","Marshmallow_45","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2132","MAR-45-MGE",2023-04-23,"45",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","gum","Marshmallow_45","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-45-MGE","DNA",2024-04-30,"SA","36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","","MAR-45-MGE-S284","CM014",8,"S284","barcode08","27F","1492R","MIN_16_2025-4-2",5.6,0.7,"16S_UNO-CM-014","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA"
"2133","MAR-46-DRS",2023-04-24,"46",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",16,"","intervention_2","gum","Marshmallow_46","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134","MAR-46-MGE",2023-04-24,"46",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_46","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-46-MGE","DNA",2024-05-21,"SA","6.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","MAR-46-MGE-S222","CM011",15,"S222","barcode15","27F","1492R","MIN_16_2025-1-23",3.27,1.2,"16S_UNO-CM-011","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA"
"2135","MAR-47-DRS",2023-04-25,"47",07:30:00,"Marshmallow","SA",2,"DNA/RNA Shield",16,"","intervention_2","gum","Marshmallow_47","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136","MAR-47-MGE",2023-04-25,"47",07:30:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_47","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-47-MGE","DNA",2024-08-15,"AS","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","MAR-47-MGE-S267","CM013",14,"S267","barcode14","27F","1492R","MIN_16_2025-4-1",5.8,0.7,"16S_UNO-CM-013","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP"
"2137","MAR-48-DRS",2023-04-26,"48",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",16,"","intervention_2","gum","Marshmallow_48","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","MAR-48-MGE",2023-04-26,"48",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_48","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-48-MGE","DNA",2023-10-25,"SA/SK","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","","MAR-48-MGE-S40","CM003",17,"S40","barcode17","27F","1492R","MIN_16_2024-3-6",5.6,0.7,"16S_UNO-CM-003","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA"
"2139","MAR-48-MGE",2023-04-26,"48",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_48","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-48-MGE","RNA",2023-11-03,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140","MAR-49-DRS",2023-04-27,"49",08:00:00,"Marshmallow","SA",2,"DNA/RNA Shield",17,"","intervention_2","gum","Marshmallow_49","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141","MAR-49-MGE",2023-04-27,"49",08:00:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Marshmallow_49","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-49-MGE","DNA",2024-04-30,"SA","3.77","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","","MAR-49-MGE-S199","CM010",15,"S199","barcode15","27F","1492R","MIN_16_2024-7-21",2.87,1.4,"16S_UNO-CM-010","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA"
"2142","MAR-50-DRS",2023-04-28,"50",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",18,"","intervention_2","gum","Marshmallow_50","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","MAR-50-MGE",2023-04-28,"50",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Marshmallow_50","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2144","MAR-51-DRS",2023-04-29,"51",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",18,"collected from bedding","intervention_2","gum","Marshmallow_51","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2145","MAR-51-MGE",2023-04-29,"51",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",18,"collected from bedding","intervention_2","gum","Marshmallow_51","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146","MAR-52-DRS",2023-04-30,"52",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",18,"","intervention_2","gum","Marshmallow_52","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147","MAR-52-MGE",2023-04-30,"52",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Marshmallow_52","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-52-MGE","DNA",2024-06-17,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","MAR-52-MGE-S297","CM014",21,"S297","barcode21","27F","1492R","MIN_16_2025-4-2",2.8,1.4,"16S_UNO-CM-014","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA"
"2148","MAR-53-DRS",2023-05-01,"53",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",19,"","intervention_2","gum","Marshmallow_53","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149","MAR-53-MGE",2023-05-01,"53",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",19,"","intervention_2","gum","Marshmallow_53","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-53-MGE","DNA",2024-03-25,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","","MAR-53-MGE-S148","CM008",10,"S148","barcode10","27F","1492R","MIN_16_2024-6-11",2.76,1.5,"16S_UNO-CM-008","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA"
"2150","MAR-54-DRS",2023-05-02,"54",07:30:00,"Marshmallow","SA",3,"DNA/RNA Shield",19,"","intervention_2","gum","Marshmallow_54","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","MAR-54-MGE",2023-05-02,"54",07:30:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",19,"","intervention_2","gum","Marshmallow_54","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152","MAR-55-DRS",2023-05-03,"55",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",20,"","intervention_2","gum","Marshmallow_55","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","MAR-55-MGE",2023-05-03,"55",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",20,"","intervention_2","gum","Marshmallow_55","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","MAR-56-DRS",2023-05-04,"56",08:00:00,"Marshmallow","SA",3,"DNA/RNA Shield",20,"","intervention_2","gum","Marshmallow_56","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","MAR-56-MGE",2023-05-04,"56",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",20,"","intervention_2","gum","Marshmallow_56","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","MAR-57-DRS",2023-05-05,"57",08:00:00,"Marshmallow","SA",2,"DNA/RNA Shield",21,"","washout_2","gum-washout","Marshmallow_57","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-57-DRS","DNA",2023-08-03,"SA","75","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","MAR-57-DRS",2023-05-05,"57",08:00:00,"Marshmallow","SA",2,"DNA/RNA Shield",21,"","washout_2","gum-washout","Marshmallow_57","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-57-DRS","RNA",2023-08-08,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158","MAR-57-MGE",2023-05-05,"57",08:00:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","gum-washout","Marshmallow_57","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-57-MGE","DNA",2023-08-03,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159","MAR-57-MGE",2023-05-05,"57",08:00:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","gum-washout","Marshmallow_57","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-57-MGE","RNA",2023-08-08,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160","MAR-58-DRS",2023-05-06,"58",08:00:00,"Marshmallow","SA",2,"DNA/RNA Shield",21,"","washout_2","gum-washout","Marshmallow_58","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","MAR-58-MGE",2023-05-06,"58",08:00:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","gum-washout","Marshmallow_58","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","MAR-59-DRS",2023-05-07,"59",08:00:00,"Marshmallow","SA",2,"DNA/RNA Shield",22,"","washout_2","gum-washout","Marshmallow_59","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","MAR-59-MGE",2023-05-07,"59",08:00:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",22,"","washout_2","gum-washout","Marshmallow_59","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","MAR-60-DRS",2023-05-08,"60",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",22,"","washout_2","gum-washout","Marshmallow_60","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-60-DRS","DNA",2024-02-02,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","MAR-60-DRS",2023-05-08,"60",08:00:00,"Marshmallow","SA/GR",3,"DNA/RNA Shield",22,"","washout_2","gum-washout","Marshmallow_60","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","RNA1-MAR-60-DRS","RNA",2024-01-31,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 6","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","MAR-60-MGE",2023-05-08,"60",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",22,"","washout_2","gum-washout","Marshmallow_60","","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","","","DNA1-MAR-60-MGE","DNA",2024-02-02,"SA","71","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","","MAR-60-MGE-S102","CM006",10,"S102","barcode10","27F","1492R","MIN_16_2024-5-19",1.02,3.9,"16S_UNO-CM-006","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA"
